@relation movie_halfofhalf


@attribute rate_ave numeric

@attribute Action numeric

@attribute Adventure numeric

@attribute Animation numeric

@attribute Comedy numeric

@attribute Crime numeric

@attribute Documentary numeric

@attribute Drama numeric

@attribute Family numeric

@attribute Fantasy numeric

@attribute Foreign numeric

@attribute History numeric

@attribute Horror numeric

@attribute Kids numeric

@attribute Music numeric

@attribute Mystery numeric

@attribute Romance numeric

@attribute ScienceFiction numeric

@attribute TVMovie numeric

@attribute Thriller numeric

@attribute War numeric

@attribute Western numeric

@attribute rate_cnt numeric

@attribute popularity numeric

@attribute mid numeric

@attribute releasedate date "MM/dd/YYYY"
@data
3.2642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,405,0.80033,335,4/28/1995
2.86364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,308,0.00225,336,2/24/1995
3.75176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18514,4.13157,337,12/17/1993
2.99685,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4765,6.46739,338,8/4/1995
3.51302,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24622,3.60047,339,4/21/1995
3.37374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0.56853,340,11/4/1994
3.58498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,406,0.00147,341,9/7/1994
3.48467,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13213,3.87633,342,9/29/1994
2.66263,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0.09638,343,8/18/1995
2.98373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42598,9.52419,344,2/4/1994
3.62446,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11498,2.86006,345,5/31/1994
3.43395,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1143,1.01033,346,4/1/1994
3.41215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1588,3.12788,347,7/12/1992
3.68405,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8397,3.41784,348,10/14/1994
3.67276,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33231,9.66389,349,8/3/1994
3.46471,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16421,1.47412,350,7/20/1994
3.3102,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3825,1.08104,351,8/12/1994
3.25861,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0.02685,352,5/13/1994
3.51125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16839,8.00724,353,5/11/1994
3.15773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0.0018,354,12/2/1994
2.42688,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11133,4.71767,355,5/26/1994
4.03884,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75018,33.0246,356,6/22/1994
3.65149,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28438,4.25407,357,3/9/1994
3.25205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,0.15368,358,1/11/1995
3.29078,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,282,0.00174,359,10/14/1994
2.73528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2140,0.94047,360,6/29/1994
3.3341,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5250,5.56022,361,7/28/1994
3.37663,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8876,2.20609,362,12/23/1994
3.99847,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,653,0.01445,363,10/14/1993
3.78416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40320,20.7453,364,6/23/1994
3.17026,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1900,3.17996,365,12/1/1993
2.96224,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2701,5.14427,366,10/14/1994
3.17896,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,35147,33.4262,367,7/29/1994
3.4015,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17808,3.41547,368,5/20/1994
3.31449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,0.25461,369,9/7/1994
2.94804,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15858,8.44382,370,3/18/1994
3.25618,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372,2.1296,371,3/18/1994
3.25878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8913,3.67867,372,2/18/1994
3.77834,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3573,0.88802,373,6/16/1993
2.44575,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5585,4.15225,374,12/21/1994
3.27586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0.00204,375,12/1/1994
3.29334,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12944,4.37169,376,9/30/1994
3.49739,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42644,11.7147,377,6/9/1994
3.12957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2381,0.03307,378,12/16/1994
2.71709,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6115,6.22726,379,9/15/1994
3.50118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48002,13.11,380,7/14/1994
3.40996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5542,1.88753,381,4/29/1994
3.04614,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5830,4.57917,382,6/17/1994
3.20036,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5323,5.29949,383,6/24/1994
2.98683,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,797,0.62967,384,1/20/1995
3.55639,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0.00276,385,12/22/1994
2.82385,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0.3711,386,9/15/1994
2.66875,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0.48327,387,11/23/1994
3.56074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0.00168,388,9/30/1994
3.49029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0.00296,389,1/1/1994
3.41887,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0.96021,390,8/6/1965
3.16551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432,1.07926,391,9/28/1994
3.29286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,280,0.00143,392,12/10/1993
1.90878,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2198,7.02203,393,12/22/1994
3.33571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0.3164,394,9/15/1995
2.45392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3733,3.70222,405,11/29/1994
3.14437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1846,5.22379,407,12/12/1994
3.23362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,687,0.75989,408,2/25/1994
3.02747,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1.00034,409,3/23/1994
2.99254,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19511,5.36867,410,11/19/1993
2.80603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0.58786,411,4/27/1994
3.55577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4671,0.82571,412,9/17/1993
2.81098,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6748,2.18678,413,8/5/1994
2.62472,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,890,1.71233,414,1/7/1994
2.81867,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,3.58367,415,7/22/1993
2.7105,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1810,0.93926,416,4/22/1994
3.51878,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3355,0.20231,417,7/29/1994
2.70655,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,702,0.29259,418,5/6/1994
2.49832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047,2.45264,419,10/15/1993
2.75558,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15807,7.88582,420,5/24/1994
3.30114,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,2.0786,421,7/29/1994
3.23219,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1432,0.77059,422,1/26/1994
3.00999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2353,4.27901,423,7/1/1994
2.71326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,1.07079,424,2/18/1994
3.47377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,896,1.54151,425,9/16/1994
3.11695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3386,2.25806,426,6/9/1993
2.54209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3481,0.21797,427,9/3/1993
3.81619,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,4.70478,428,9/14/1993
2.35785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,0.00716,429,1/7/1994
2.29596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0.00215,430,9/3/1993
3.68673,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9950,5.09887,431,11/10/1993
2.72457,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13693,1.89889,432,6/10/1994
2.92091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1258,0.00264,433,5/6/1994
3.07243,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26852,5.28366,434,5/28/1993
2.57904,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14777,3.44047,435,7/23/1993
2.61557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1272,9.46479,436,8/19/1994
2.71097,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,0.83526,438,6/3/1994
3.6047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19598,0.97585,440,5/7/1993
3.67581,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8973,2.68031,441,9/24/1993
3.03018,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19150,9.78178,442,10/6/1993
3.33663,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0.00143,443,6/3/1994
2.42678,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1318,0.09433,444,5/13/1994
2.88735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,4.77105,445,10/29/1993
3.89141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3877,2.1173,446,9/16/1993
2.51549,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,226,0.03656,447,4/29/1994
3.55541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068,1.36364,448,10/15/1993
3.47845,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0.00168,449,10/28/1994
3.36072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,0.64679,450,4/29/1994
3.0571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,648,1.443,451,11/5/1993
3.56465,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1222,0.00321,452,5/13/1994
3.10733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,955,5.87764,453,10/1/1993
3.50121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26538,4.89659,454,6/30/1993
2.60811,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9379,5.3424,455,7/16/1993
3.82791,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,953,0.56682,456,8/24/1994
3.99146,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,53295,18.3328,457,8/6/1993
3.15288,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1076,2.59264,458,12/10/1993
2.78179,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1148,2.14704,459,2/11/1994
2.43683,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,934,1.76277,460,6/17/1994
3.35147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,919,0.00216,461,6/10/1994
2.62621,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0.38711,462,9/8/1994
2.81235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,421,3.36073,463,6/4/1993
2.92522,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3216,8.97203,464,8/20/1993
3.27322,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,743,1.59435,465,12/25/1993
2.905,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14632,8.12845,466,5/21/1993
3.43625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0.00612,467,1/1/1995
3.31268,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7957,6.27854,468,8/4/1995
3.28506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,1.582,469,10/19/1993
2.15283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0.70591,470,1/1/1994
3.65554,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11814,2.00491,471,3/11/1994
2.88195,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0.48943,472,2/4/1994
2.3215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,1.08734,473,8/12/1994
3.72858,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19225,6.89552,474,7/8/1993
3.90692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9911,3.53633,475,12/12/1993
3.00633,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,237,0.00178,476,4/22/1994
3.54841,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4689,1.94387,477,6/9/1993
2.43158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0.00311,478,3/30/1994
2.92345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1241,3.06494,479,10/15/1993
3.65475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66348,19.8201,480,6/8/1993
3.34166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5864,6.25775,481,9/1/1993
3.43232,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2785,2.07064,482,10/1/1993
3.78347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,1.01673,483,8/20/1993
2.78322,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,745,1.15281,484,7/22/1994
2.76827,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14597,18.3527,485,6/17/1993
2.68941,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0.80406,486,6/4/1993
2.6112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,634,0.7381,487,3/11/1994
3.41395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,552,0.29348,488,9/9/1993
2.76871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3113,0.78468,489,5/27/1993
3.35248,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,1.99146,490,9/29/1993
3.40313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776,1.98167,491,8/25/1993
3.65644,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3209,4.91535,492,8/18/1993
3.61074,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3892,5.69726,493,5/26/1993
3.37868,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14120,7.4635,494,3/15/1996
3.45095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,683,3.17759,495,10/2/1976
3.29257,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,417,0.00164,496,9/9/1994
3.87563,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14972,7.93517,497,5/7/1993
2.80682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,396,0.63437,498,10/8/1993
2.76562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,416,0.00617,499,10/15/1993
3.39168,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35276,12.9599,500,11/24/1993
3.83495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,1.91002,501,9/14/1993
2.32537,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4123,7.29243,502,8/12/1994
3.09929,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0.00172,503,9/14/1994
2.97543,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1160,2.80878,504,4/29/1994
2.53255,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1321,1.98917,505,7/22/1994
3.49015,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1371,0.78203,506,9/1/1992
3.51396,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3331,3.24504,507,11/24/1993
3.81413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20291,3.76608,508,12/22/1993
3.68956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17944,7.25755,509,5/19/1993
2.74972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,909,0.00961,510,7/23/1993
3.14682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0.25347,511,9/24/1993
2.91779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1259,2.24222,512,10/21/1994
2.94082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,583,0.00402,513,10/21/1994
3.45481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4780,2.85856,514,3/9/1994
3.90018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11205,1.82734,515,11/12/1993
3.08533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3498,0.68346,516,6/3/1994
3.13701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3529,5.53266,517,7/30/1993
2.69378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1254,0.57112,518,10/28/1994
2.24528,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5557,5.9691,519,11/5/1993
3.04446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15892,8.59784,520,7/28/1993
3.32822,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2218,1.92935,521,2/4/1994
3.55724,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1284,1.9772,522,3/5/1992
3.64803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,939,0.00293,523,11/1/1993
3.51459,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8909,1.2841,524,10/13/1993
3.38418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0.00168,525,11/17/1993
3.15299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0.34721,526,8/19/1992
4.3031,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,55613,18.5392,527,11/29/1993
2.79176,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0.0045,528,9/30/1994
3.8355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11459,1.69224,529,8/13/1993
3.50051,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8896,4.06225,531,8/13/1993
3.05806,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6252,3.32281,532,4/13/1994
2.92665,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3947,2.03194,533,7/1/1994
3.89131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4996,0.8427,534,12/25/1993
3.77206,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5756,2.74584,535,9/5/1993
3.27945,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0.80831,536,9/2/1994
3.16258,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503,1.09175,537,10/1/1993
3.70512,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5297,1.40371,538,12/8/1993
3.52134,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29549,6.71334,539,6/24/1993
2.72613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5205,3.06964,540,5/21/1993
4.13428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,31609,17.5422,541,6/25/1982
2.87408,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3681,0.86637,542,7/2/1993
3.21278,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14045,3.51656,543,7/30/1993
2.92838,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2206,1.9236,544,9/17/1993
2.09157,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6072,7.38052,546,5/27/1993
2.8259,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,830,1.36067,547,4/15/1994
2.90904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2897,0.66712,548,9/23/1994
3.89417,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1474,0.00149,549,9/13/1993
3.08411,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3424,0.83716,550,4/8/1994
3.73164,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20987,18.1185,551,10/9/1993
3.19465,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14539,3.83757,552,11/11/1993
3.69199,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15787,5.06757,553,12/25/1993
3.08802,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,534,0.00378,554,9/9/1994
3.80105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15994,9.76786,555,9/9/1993
3.97186,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1244,0.00172,556,12/5/1993
2.78699,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1514,3.60664,558,11/23/1994
3.44541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,229,0.00359,561,9/14/1994
3.76509,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6811,0.48791,562,5/24/1995
3.44051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,353,0.10227,563,9/29/1993
2.33432,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,338,1.85967,564,4/22/1994
3.18436,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,716,0.87828,565,9/12/1993
2.79739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153,0.00152,566,1/1/1993
