rate_ave,rate_cnt,popularity,mid
2.92825,5854,0.51079,2369
3.4102,980,3.83343,2370
3.42193,7186,3.17775,2371
2.86755,1914,0.73699,2372
2.4321,1723,7.65672,2373
2.88713,1608,2.18403,2374
2.88689,3983,12.5796,2375
3.18414,3739,13.553,2376
2.91324,1095,3.50302,2377
2.93001,6322,5.37428,2378
2.44161,3742,4.45835,2379
2.24455,3120,3.37215,2380
2.12108,2969,3.07131,2381
1.99245,2584,3.99141,2382
1.86699,2372,1.17766,2383
2.94983,5890,2.63868,2384
2.54436,1037,0.88226,2385
1.63509,644,0.01914,2386
2.84208,2343,2.23607,2387
3.39645,169,0.26932,2388
2.84268,3280,5.04467,2389
3.68088,2615,0.00647,2390
3.7076,6987,5.0201,2391
2.40006,1701,2.77023,2392
3.19184,9414,7.36188,2393
3.42145,7371,6.20676,2394
3.83889,14788,8.70635,2395
3.83781,25368,6.43043,2396
3.32335,167,0.01368,2397
3.71602,5342,0.33173,2398
2.753,1498,1.32857,2399
2.83021,374,0.00014,2400
3.73027,2712,7.11278,2401
2.80217,5391,11.7563,2402
3.54071,5551,12.8485,2403
2.4455,3936,8.57764,2404
3.1383,6746,3.71606,2405
3.46663,14607,3.94345,2406
3.27598,12021,1.85627,2407
2.50025,1968,1.06893,2408
3.13993,5903,13.195,2409
2.92567,5590,14.0816,2410
2.82272,5373,15.672,2411
2.25708,3921,18.2423,2412
3.45879,4865,2.03972,2413
3.37098,2736,2.28753,2414
3.0521,2735,2.52441,2416
2.95389,553,1.0746,2417
3.00504,694,1.39082,2418
3.17725,378,0.08633,2419
3.28256,9053,9.34346,2420
2.62914,6768,9.75106,2421
2.21517,4120,7.76722,2422
3.6016,6383,11.8648,2423
3.1557,12270,6.76733,2424
3.6,610,0.22123,2425
3.2807,171,0.00285,2426
3.4064,9428,3.75373,2427
2.82513,6322,5.2019,2428
2.78749,1567,3.70843,2429
3.10707,1004,0.0093,2430
3.1485,6855,4.10886,2431
3.27663,2319,2.44889,2432
3.34755,4208,2.12454,2433
3.51413,283,0.00174,2434
2.96875,688,1.26835,2435
3.40379,1372,1.42731,2436
3.55181,801,1.22757,2437
3.57692,1664,1.95873,2439
3.18915,378,0.00214,2440
3.08128,203,0.15305,2441
3.67308,1404,0.06426,2442
3.54394,1263,2.0468,2443
2.84926,806,4.05014,2445
2.69506,628,0.30064,2446
3.09062,3178,4.48026,2447
2.37135,1473,2.74511,2448
1.68396,318,0.17431,2449
2.12645,3875,4.64094,2450
2.65515,709,1.67364,2451
3.09708,1231,0.0017,2453
3.31318,3886,1.40538,2454
3.38306,11224,6.2213,2455
2.28773,1842,1.90778,2456
3.33895,1394,2.29481,2457
2.50782,895,1.08592,2458
3.20735,3318,10.1796,2459
2.24943,878,3.55215,2460
1.98835,429,2.58453,2461
1.74313,582,6.76022,2462
3.39394,3498,2.39605,2463
2.47826,138,1.34508,2464
2.272,250,1.48877,2465
3.86938,5742,8.77537,2467
2.73812,3051,0.17056,2468
3.1745,3828,1.6032,2469
3.12426,13263,8.65027,2470
2.56658,5843,3.76313,2471
2.92259,549,1.94145,2472
2.40618,1295,1.07752,2473
3.43291,3391,3.74694,2474
3.14352,648,1.12085,2475
3.28107,2092,5.38519,2476
2.43865,326,1.94972,2477
3.10625,7308,8.82608,2478
2.42202,327,0.64194,2479
3.625,460,1.35068,2481
3.27762,353,0.0602,2482
3.42163,319,2.91533,2483
2.99756,6352,5.90142,2485
2.36638,116,0.00144,2487
3.80216,1064,1.33401,2488
3.4002,8988,8.52449,2490
2.70644,901,0.68217,2491
2.80202,841,0.00146,2492
3.75091,275,0.02235,2493
3.63333,210,0.00159,2494
3.70348,892,2.00147,2495
3.2162,4149,2.21307,2496
2.89038,2080,5.2857,2497
2.34002,922,2.56688,2498
3.45558,394,0.0015,2499
2.67815,1103,1.3679,2500
3.85932,8491,1.31154,2501
3.97897,21664,5.11407,2502
3.60976,123,0.0015,2503
2.91208,1655,1.42574,2504
2.97163,4300,7.01533,2505
3.15014,1422,2.10317,2506
2.59708,479,1.9085,2507
2.91765,170,1.24568,2509
3.85078,1032,2.87379,2511
3.54598,174,0.97609,2512
2.9847,3758,2.97702,2513
2.11989,1051,3.76029,2514
1.85593,472,1.90167,2515
1.72986,422,1.48923,2516
3.03253,2290,8.03305,2517
3.32932,2118,1.21814,2518
3.23923,836,0.98364,2519
3.0392,1607,3.67252,2520
2.56377,737,1.77403,2521
2.47784,677,2.04268,2522
2.646,250,0.02523,2523
2.99732,2055,2.0897,2524
2.30833,780,1.91543,2525
2.41746,630,0.76154,2526
3.42521,4312,5.96565,2527
3.43183,5369,10.3992,2528
3.60188,13486,12.0475,2529
2.90446,2533,7.72391,2530
2.78575,2168,6.76953,2531
2.81825,2099,4.61133,2532
3.02569,3912,6.34015,2533
2.29907,107,0.00218,2534
2.675,740,1.46957,2535
2.04227,343,2.57311,2536
2.00166,301,1.61013,2537
3.24253,9970,6.27057,2539
2.98607,1113,3.04026,2540
3.27545,9479,9.01961,2541
3.99206,16117,4.33842,2542
3.22137,131,0.04025,2544
3.2415,147,0.01563,2545
3.00416,1082,1.38145,2546
2.22071,879,3.56423,2548
2.17739,1663,1.96829,2549
3.58903,1595,2.00463,2550
3.49593,1844,2.18831,2551
2.28904,301,0.00271,2552
3.40048,1457,2.9442,2553
3.1879,785,0.00155,2554
1.74885,1525,1.60423,2555
3.79386,228,1.46822,2557
2.73553,2142,2.04953,2558
2.64024,410,0.83634,2559
3.23558,1560,3.35911,2560
3.11008,1190,1.66437,2561
3.32115,260,0.01671,2562
3.63823,926,3.43971,2563
3.75345,4131,1.37292,2565
2.26678,298,0.32163,2566
3.04169,4330,2.24735,2567
2.15209,1532,1.3237,2568
3.6381,811,1.93374,2570
3.48278,12602,11.4192,2572
3.3378,336,0.00327,2573
2.63539,1540,2.85752,2574
3.93359,1423,0.00319,2575
3.2102,245,2.5185,2577
3.01961,102,0.00156,2578
3.81163,1359,1.75153,2579
3.67539,9091,3.63682,2580
3.05546,8520,7.7357,2581
3.06875,560,2.04593,2582
3.6216,2023,2.03789,2583
3.82062,616,1.78014,2585
2.71067,178,0.34404,2586
2.95137,946,1.91572,2587
2.76766,368,0.01752,2589
3.16986,627,0.96313,2590
3.56086,534,0.72697,2593
3.8875,2609,2.44701,2594
3.6182,1582,1.79311,2596
2.53762,505,0.8043,2597
3.01375,4110,1.90704,2598
3.77102,14652,1.61721,2599
3.33395,5652,3.7381,2600
3.16171,9440,4.84797,2605
2.75811,1974,3.01605,2606
3.80329,638,0.88986,2607
3.93636,495,0.00345,2609
3.83086,405,0.06534,2610
3.85787,1270,0.12867,2611
3.94361,1135,1.42356,2612
3.03617,1479,0.35765,2613
1.95349,301,0.04174,2614
2.93557,1071,0.61667,2615
2.73016,6743,5.29038,2616
3.16435,17974,14.0059,2617
3.83685,1281,0.02183,2618
3.56574,251,0.00177,2620
3.58372,436,0.19664,2621
3.29044,4099,4.03299,2622
3.96071,789,1.37385,2624
2.95198,656,3.85656,2625
3.61512,291,0.05768,2626
3.53017,116,0.00143,2627
3.09876,32300,28.531,2628
2.71905,929,0.19206,2629
3.52875,400,0.03294,2630
3.60526,133,2.38904,2632
3.32514,2013,2.71915,2633
3.07113,717,1.49408,2634
3.05191,183,0.09615,2635
2.71714,175,0.005,2637
2.7328,189,0.00153,2638
3.14331,1256,0.00419,2639
3.38337,16428,22.955,2640
3.09372,9406,11.7516,2641
2.48607,5564,8.54424,2642
2.07799,3725,6.60134,2643
3.71073,2209,3.68282,2644
2.91855,221,0.05917,2646
3.125,280,1.5309,2647
3.82846,3588,4.56658,2648
3.24,375,1.43288,2649
2.77778,180,0.83375,2650
3.06086,419,0.3574,2651
3.14453,256,0.73157,2652
2.77778,234,0.01845,2653
3.57871,902,2.20347,2654
1.73833,300,2.45056,2655
2.77838,370,2.00374,2656
3.32166,14669,4.20252,2657
3.23855,262,0.00004,2659
3.69479,1055,2.52063,2660
3.21521,539,0.29435,2661
3.54803,5549,1.77386,2662
3.0235,234,0.13927,2663
3.76126,4842,2.76818,2664
3.09747,395,0.71541,2665
2.82432,111,0.00468,2666
2.6073,233,0.00735,2667
2.55242,1488,3.71147,2668
3.53431,510,1.47122,2669
3.88991,1358,0.94114,2670
3.45055,13559,10.1087,2671
3.2859,4304,3.49663,2672
3.23413,126,0.00531,2673
2.83073,192,0.01594,2674
3.14179,2077,1.10613,2676
3.95493,2873,0.89329,2677
3.00254,197,0.00369,2678
3.3573,459,0.00212,2681
3.80678,797,0.00186,2682
3.20404,26230,25.056,2683
3.883,6748,1.44591,2686
3.45872,5778,17.4197,2687
3.09447,6563,7.02592,2688
3.23673,245,0.01034,2689
3.74581,3045,1.96858,2690
3.6422,654,3.27309,2691
4.01642,17873,7.70849,2692
3.64662,1862,0.00249,2693
3.12168,10047,4.75537,2694
3.00442,113,0.00146,2695
3.81767,1245,3.00013,2696
3.62189,402,0.0023,2697
2.7563,15607,2.91642,2699
3.6158,18372,10.6916,2700
2.30814,11829,3.51688,2701
3.08173,3334,2.69153,2702
3.47934,484,0.05193,2704
3.35385,130,0.02028,2705
3.33242,24648,21.9612,2706
3.44576,7854,3.79544,2707
3.72288,590,0.00171,2708
3.08691,1956,4.14157,2709
2.88292,20696,9.02676,2710
3.53464,332,0.00606,2711
3.20029,16082,11.4632,2712
2.51922,4266,7.28252,2713
3.20675,607,0.93219,2714
2.3097,134,0.00248,2715
3.74222,30299,15.9355,2716
2.98619,8978,14.682,2717
3.17756,3382,1.37103,2718
2.47644,5306,5.72918,2719
2.15359,4294,6.46246,2720
3.60553,687,1.96117,2721
2.69311,8490,5.41159,2722
3.0346,9378,5.70053,2723
2.87501,9441,4.08934,2724
3.57182,738,0.00172,2725
4.09261,2165,2.12937,2726
3.35,360,2.23809,2727
3.84438,5385,16.3302,2728
3.82254,3226,9.39181,2729
3.79096,2545,9.50814,2730
4.12551,2960,6.19925,2731
3.98134,1795,2.95283,2732
2.39773,308,0.00101,2733
3.30627,2808,1.30366,2734
2.87349,4055,9.10211,2735
3.4488,1494,0.06836,2736
2.5084,119,0.00006,2737
3.39225,529,0.55382,2738
3.72781,6297,6.06861,2739
2.85522,335,0.65683,2741
3.50192,261,0,2744
3.79996,2442,7.25751,2745
3.2734,9413,3.65201,2746
3.23872,3236,0.2046,2747
2.22587,974,2.51798,2748
3.1527,573,0.01031,2749
3.70516,2286,3.47921,2750
3.00295,339,0.00006,2751
2.90796,1005,0.00896,2752
3.19817,328,0.07427,2753
2.53552,183,0.00001,2755
2.95067,223,1.125,2756
3.67414,781,0.00352,2757
2.94159,214,0.04071,2758
3.28278,3043,1.38748,2759
3.82927,9149,17.6839,2761
4.05135,41820,14.3168,2762
3.49139,13300,6.24313,2763
3.57071,3097,2.0531,2764
3.21296,270,0.80484,2765
3.26207,290,0.00369,2766
3.01536,293,0.00728,2767
3.13759,705,4.08085,2769
3.06139,11159,2.75851,2770
3.00475,1686,4.7093,2771
3.15622,2154,1.28599,2772
3.32412,742,0.29601,2774
3.17879,165,0.62683,2775
3.53691,149,0.00144,2776
2.48718,195,0.7413,2778
3.5468,2372,0.78953,2779
3.20399,451,1.22546,2780
3.12535,355,0.0053,2781
3.37628,683,0.75508,2782
3.07265,117,1.24129,2783
3.34139,476,1.72379,2784
3.0813,123,0.87878,2785
2.53444,392,0.42155,2786
2.96109,1105,6.74884,2787
3.98693,5969,1.45434,2788
2.8932,1367,3.82236,2789
2.63206,549,1.66117,2790
3.7861,19839,9.73317,2791
3.06896,4771,4.98398,2792
2.65807,2287,3.45431,2793
2.95925,3423,7.02479,2794
3.77394,6580,11.5022,2795
2.9031,1388,2.99217,2796
3.61355,20546,5.24976,2797
2.09678,1834,1.77796,2798
1.79153,1192,2.59089,2799
3.07641,301,1.75998,2800
3.40159,879,0.85598,2801
3.01355,2104,3.91766,2802
3.34644,5366,5.26738,2803
4.01413,13657,5.06598,2804
2.863,5321,1.49749,2805
2.46705,1821,2.56593,2806
1.85338,1347,2.58155,2807
2.57642,4547,7.75738,2808
2.55477,283,0.3284,2809
3.7945,1219,3.84389,2810
3,334,0.98272,2812
3.28014,141,0.00197,2813
2.59822,1802,1.56482,2815
1.85538,1013,1.59095,2816
1.70383,758,0.34343,2817
1.61587,479,0.3394,2818
3.96258,3581,1.30148,2819
3.59497,358,0.0023,2820
2.99847,1960,6.68181,2822
3.55479,146,0.00174,2824
3.11556,8489,5.63966,2826
2.48821,3138,3.98085,2827
2.00811,987,0.12181,2828
2.78781,1739,1.38504,2829
3.46853,143,0.00143,2830
3.28689,183,0.02354,2833
3.2797,202,0.02243,2834
2.3272,489,0.77544,2835
3.25257,1364,0.1589,2836
3.33173,208,0.00328,2837
3.72249,209,0.0015,2839
3.03106,5602,3.6942,2840
3.51444,4709,5.13184,2841
3.20379,422,1.51165,2842
4.02237,1475,5.42607,2843
3.0913,575,0.39796,2844
3.2464,1599,0.0381,2846
3.82258,372,1.21896,2847
3.74754,406,0.00149,2848
2.89706,204,0.00001,2849
3.78382,1094,0.82062,2852
2.84043,188,2.08626,2853
2.35849,106,0.00005,2855
2.77691,511,0.00423,2856
3.57745,5042,2.94033,2857
4.15782,48856,14.5343,2858
4.11096,2280,0.78489,2859
3.082,1994,4.66447,2860
3.12395,2501,2.77065,2861
2.58131,1070,6.2472,2862
3.82961,4481,5.51789,2863
3.10452,177,0.42025,2864
2.98993,149,0.00148,2865
3.60401,1447,0.07061,2866
3.32592,2091,2.40789,2867
2.36574,432,3.21324,2868
3.57537,1340,1.10937,2870
3.78297,9388,10.1165,2871
3.55752,7267,4.18046,2872
2.97059,221,0.00752,2873
3.36596,470,0.00372,2874
3.0919,2111,3.7937,2875
2.74617,457,3.26874,2876
3.06958,1739,1.50174,2877
2.18182,198,0.06863,2878
3.31888,1049,6.19544,2879
3.23133,482,7.55858,2880
3.19713,8923,3.41408,2881
2.75973,1028,0.62596,2882
3.43803,1904,0.01085,2883
2.48397,312,0.0062,2884
3.27083,576,0.00459,2885
2.34321,405,0.76746,2886
1.65948,116,0.22737,2887
2.77253,1165,2.14914,2888
3.3083,1964,0.21075,2889
3.59393,13329,3.25059,2890
3.38332,1427,0.77613,2891
2.46333,150,0.76903,2892
2.97929,507,0.30069,2893
2.78493,544,0.02331,2894
2.9633,109,0.0047,2896
3.49731,186,0.04653,2897
2.78902,692,1.74393,2898
3.32859,703,2.17574,2899
2.68533,920,1.34327,2900
3.16784,1847,3.6909,2901
2.53686,1153,2.28531,2902
2.08936,761,2.76554,2903
3.58882,152,0.00145,2904
4.10232,1251,3.0274,2905
2.42524,1759,5.16933,2906
2.53341,1661,1.03332,2907
3.79295,8981,7.2922,2908
3.13208,106,0.00355,2911
3.6282,3475,3.20007,2912
3.21789,218,1.64517,2913
2.35357,140,0.04071,2914
3.49384,8932,3.26113,2915
3.57207,21286,16.519,2916
3.92986,3928,3.37777,2917
3.94192,24046,12.9151,2918
3.91542,2885,1.65094,2919
4.11653,1077,1.10471,2920
3.82649,2631,2.59706,2921
3.63007,1676,2.84536,2922
3.38043,138,0.00002,2923
3.81812,2048,3.07187,2924
4.03892,835,4.52935,2925
3.31411,3728,0.46701,2926
3.975,940,2.65242,2927
3.31273,542,0.21951,2928
3.50173,1445,0.79566,2929
4.01223,368,0.65115,2931
3.96348,1410,1.87934,2932
3.6194,134,0.71555,2933
4.11181,1431,0.66873,2935
4.05132,1442,2.16004,2936
4.07944,900,2.30705,2937
3.89493,276,0.00005,2938
3.47601,521,1.98614,2939
3.9108,1037,1.90356,2940
3.54237,2124,1.58115,2941
2.9734,4267,3.59621,2942
3.68428,1107,2.93205,2943
3.82012,7872,2.56839,2944
2.7953,149,0.00608,2945
3.73054,2158,0.24789,2946
3.73098,12211,16.0505,2947
3.68823,7913,13.3234,2948
3.67073,7913,14.9592,2949
2.56886,4117,6.82685,2950
3.92889,6933,10.0379,2951
3.7322,1826,3.60047,2952
2.52928,7410,15.1746,2953
3.15495,939,1.32296,2956
4.22352,43707,23.601,2959
2.87626,1984,2.63147,2961
3.30639,501,1.16841,2962
3.21094,128,0.79131,2963
3.08861,237,0.0023,2964
2.02968,438,0.6286,2965
3.94226,3888,2.97701,2966
3.70473,867,0.06134,2967
3.57558,9374,4.08037,2968
3.84483,667,1.42028,2969
3.94357,1329,2.90249,2970
3.75564,2351,3.75653,2971
3.89168,517,0.94318,2972
4.01696,4069,2.53167,2973
1.77693,659,0.76928,2974
3.16616,653,1.98795,2975
3.16846,3817,3.48256,2976
2.71578,431,0.14359,2977
2.91571,1044,3.15367,2978
2.31994,336,0.21216,2979
2.27604,192,0.43478,2982
3.82442,729,0.99969,2983
3.71284,148,0.13668,2984
3.29737,14768,13.7689,2985
2.45383,5566,7.54539,2986
3.52144,22547,13.3203,2987
3.61692,727,0.34599,2988
3.44819,4237,8.85596,2989
3.21117,4546,20.7613,2990
3.49476,5344,9.52561,2991
2.31643,207,0.63952,2992
3.60894,4562,14.724,2993
2.55773,3196,2.90022,2995
3.39044,826,0.81432,2996
3.9495,28553,7.93327,2997
4.09864,10143,15.449,3000
3.81984,383,0.0104,3002
3.4116,181,0.33569,3003
2.53696,1772,0.9574,3004
3.30206,7376,6.82323,3005
3.9081,9755,6.2608,3006
3.90632,2135,0.00383,3007
3.77254,732,0.00145,3008
3.49713,349,0.12115,3010
3.67102,1111,1.57944,3011
2.88,475,2.25243,3013
2.81445,256,0.00001,3014
3.3258,1062,3.25095,3015
3.18619,2809,3.41949,3016
2.6813,706,2.45177,3017
3.47448,2057,2.99803,3018
3.85559,3902,1.16814,3019
3.58776,6871,8.69786,3020
2.55649,239,1.17023,3021
4.1411,2314,5.51458,3022
2.2947,1018,2.37271,3024
3.63267,961,1.41543,3028
3.06886,835,1.43325,3029
4.19773,3697,3.71231,3030
2.25916,355,2.58605,3031
3.42903,1705,1.4712,3032
3.39858,12202,13.3786,3033
3.67609,4952,13.1711,3034
4.05062,2598,0.24017,3035
3.26612,1163,3.45247,3036
3.97298,4163,3.40599,3037
4.04254,623,1.40089,3038
3.72128,10037,3.91279,3039
3.16746,2093,2.04095,3040
1.79536,496,0.00614,3041
1.59762,420,0.71244,3042
1.70378,238,0.0134,3043
3.75064,3926,0.63288,3044
3.22657,843,1.14805,3045
3.43089,615,0.00246,3046
2.51304,345,0.00518,3048
3.11765,238,0.20474,3049
2.67803,132,0.04658,3050
3.02934,1278,2.13916,3051
3.61111,16889,5.15604,3052
3.06487,2790,7.32457,3053
2.12423,1634,5.90861,3054
3.46434,631,0.92021,3055
2.95565,124,0.71683,3056
3.76091,5544,2.65783,3060
3.83959,1705,0.31747,3061
3.90137,2910,6.4475,3062
2.61047,1204,4.07275,3063
2.17759,473,4.21647,3064
3.66871,2039,4.38466,3066
3.8936,2970,2.41596,3067
3.86791,2449,3.29946,3068
3.65587,247,0.04015,3069
3.36361,3853,1.55445,3070
3.73859,2674,0.15087,3071
3.62891,9340,6.74598,3072
3.34551,178,0.00446,3073
3.7655,1484,2.4808,3074
3.87275,1167,3.22026,3075
3.5675,637,2.03709,3076
4.04948,1162,0.00166,3077
3.52589,811,0.20194,3078
3.77314,1437,2.89672,3079
3.54369,13767,11.7259,3081
3.20589,9476,13.6355,3082
4.00617,4620,4.27032,3083
3.57684,462,1.20217,3086
3.45801,5894,5.3525,3087
4.00931,3597,3.005,3088
4.12964,3367,5.44805,3089
4.06667,1155,0.00044,3090
4.05426,1373,1.55811,3091
3.58865,141,0.01726,3092
3.81129,1452,0.95121,3093
3.7709,670,0.0882,3094
3.99302,3869,3.35945,3095
3.91729,665,0.00143,3096
3.99822,1682,1.47872,3097
3.79372,5318,0.35371,3098
3.24325,1408,0.93149,3099
3.68161,6302,4.37975,3100
3.43447,13207,8.66518,3101
3.59558,1517,0.88055,3102
3.07952,415,0.73617,3103
3.80534,5566,13.6899,3104
3.74909,7385,4.36473,3105
3.29126,103,0.16967,3106
3.30132,8891,7.48172,3107
3.59914,8357,8.00523,3108
3.11765,357,3.99423,3109
3.32701,211,0.00202,3110
3.75038,1308,0.58284,3111
3.44054,370,0.97782,3112
2.67849,5880,5.37336,3113
3.83344,24405,18.3915,3114
3.22015,670,0.89568,3115
3.29735,565,1.14906,3117
3.45026,392,0.00223,3118
2.94756,963,3.281,3120
3.42547,161,0.01115,3121
3.21382,152,0.13125,3122
3.19032,155,0.00176,3124
3.60387,1266,2.48346,3125
2.97761,603,0.67694,3127
3.25563,311,0.01986,3128
3.6778,1797,0.96622,3129
2.44613,1123,3.51205,3130
3.47866,164,0.00165,3132
3.61875,240,0.03159,3133
4.13985,1641,2.33472,3134
3.84704,1520,0.10913,3135
3.25564,133,0.02165,3137
3.21311,366,0.01232,3138
2.90385,130,0.0015,3139
3.57018,114,0.64666,3140
2.98474,557,2.2142,3141
3.41573,1157,0.00408,3142
3.49265,204,0.09255,3143
3.08721,258,1.08918,3144
3.30798,1190,1.6223,3145
2.62775,3777,3.86348,3146
3.99004,22687,16.4133,3147
3.69184,7871,4.556,3148
3.59036,332,0.72185,3150
3.9887,2831,1.74423,3152
3.59938,1605,1.66247,3153
3.41345,3911,1.64882,3155
3.05273,3992,5.08685,3156
2.90255,5418,9.65662,3157
3.6178,382,2.88396,3158
3.51743,4561,5.21267,3159
3.85238,12285,10.2003,3160
3.36294,197,0.05851,3161
3.66372,1585,1.53469,3163
2.568,375,1.27302,3165
3.5489,1135,0.11078,3167
3.70919,5703,8.1901,3168
3.55979,1773,1.32991,3169
3.81389,180,0.78221,3171
3.19758,4545,7.63609,3173
3.51805,8530,2.65332,3174
3.58245,14766,6.27838,3175
3.48171,14711,4.46278,3176
2.85805,1342,3.78577,3177
3.73754,5058,2.31366,3178
3.50827,1632,2.14434,3179
2.45067,375,0.62514,3180
3.64145,1375,0.6421,3181
3.90208,960,0.00318,3182
3.46667,210,0.60969,3183
3.34389,2162,1.14714,3185
3.57032,5134,9.45294,3186
3.67737,327,0.00145,3188
3.51549,1905,0.27915,3189
2.30209,1051,3.51679,3190
3.68092,152,0.00145,3192
3.46737,1241,2.67172,3194
4.10072,2919,3.9018,3196
3.13243,1261,2.36696,3197
3.97069,4657,5.6875,3198
3.38372,301,0.00837,3199
3.88567,1172,0.40533,3200
3.90768,2188,0.69841,3201
3.6145,131,0.00005,3202
3.60443,3366,5.82992,3203
3.54827,1419,1.20427,3204
3.39005,191,0.93405,3205
3.00126,793,2.25762,3206
2.75513,1901,1.53744,3208
3.64648,8960,7.74921,3210
3.4443,377,1.93435,3211
3.4762,1891,2.68098,3213
3.33726,424,1.29794,3214
2.91597,119,3.99571,3216
3.52278,461,1.12377,3217
3.15116,172,0.15188,3218
3.23222,2390,2.04158,3219
3.62654,407,1.11762,3221
3.67456,169,0.00002,3222
3.56988,322,0.02407,3223
3.9947,660,0.12694,3224
2.67391,943,2.8973,3225
3.65222,519,0.35066,3230
3.85714,175,0.89741,3232
3.12154,469,0.56433,3235
2.35069,1296,1.99988,3238
2.29717,212,0.01302,3239
3.135,200,0.01115,3240
3.61676,364,0.00225,3241
2.5775,2716,4.01242,3243
3.62284,1506,0.36431,3244
3.73824,170,0.00422,3245
3.78313,5040,4.33884,3246
2.97673,7908,3.33848,3247
2.55801,2870,3.24702,3248
3.10359,2756,3.12905,3249
3.43096,2904,3.06644,3250
3.36566,1392,0.4517,3251
3.74722,8084,5.16993,3252
3.45779,13505,6.22706,3253
2.92976,5581,6.64015,3254
3.48564,11145,3.34361,3255
3.60322,9959,4.71521,3256
2.77879,6781,4.98757,3257
2.90049,3648,4.9996,3258
3.28041,3140,5.13513,3259
3.7652,3026,3.23732,3260
3.43488,2841,3.59545,3261
3.48173,2354,5.0912,3262
3.12333,6284,4.30974,3263
2.91446,5331,2.21901,3264
3.96863,2853,3.37489,3265
3.75743,1548,1.29607,3266
3.62414,4805,4.7233,3267
1.78523,1930,1.8125,3268
3.07255,3184,6.35267,3269
3.36022,1531,1.35867,3270
3.69101,3903,4.88031,3271
3.30743,1332,3.89295,3272
2.44669,6922,12.5071,3273
3.06762,2869,2.36373,3274
3.94377,8430,7.2508,3275
2.92904,303,1.69381,3276
3.6596,354,0.00216,3281
3.51389,108,0.00338,3282
3.61475,244,0.00006,3284
3.01956,5853,3.6582,3285
2.2497,845,0.52914,3286
2.91447,912,5.61133,3287
3.72682,399,0.20402,3289
3.67593,108,0.87658,3292
3.79111,1800,1.44145,3296
3.49639,4844,2.53869,3298
2.33518,901,0.26611,3299
3.40115,7623,7.12983,3300
3.34075,7507,6.09705,3301
3.41756,279,0.00177,3302
3.67732,313,0.00091,3304
3.91216,370,2.30701,3306
4.15044,2722,7.4197,3307
3.15856,1192,0.00443,3308
3.57229,166,0.01112,3309
3.90358,1089,2.34447,3310
3.68776,237,2.94042,3311
2.29612,103,0.00002,3313
2.66883,2464,2.80081,3316
3.72123,7178,3.56719,3317
3.28325,203,0.00249,3318
3.16197,142,0.00296,3319
3.53837,430,1.65528,3320
2.70211,1091,0.69281,3324
2.36894,969,3.88958,3325
2.76113,988,1.75863,3326
3.55739,758,0.00335,3327
3.73089,4593,2.44245,3328
3.79055,709,1.08259,3330
2.32995,197,0.45333,3331
4.01055,2892,3.61649,3334
3.97407,270,0.00003,3338
3.71151,643,4.02578,3339
2.60381,289,0.72626,3340
3.86528,965,3.57579,3341
3.80463,1405,4.69532,3342
2.40135,223,0.00018,3343
2.86242,149,1.41714,3344
3.23684,114,0.00176,3345
3.93933,1335,0.75932,3347
3.28571,105,0.00143,3349
3.87108,892,0.0068,3350
2.88288,111,1.44555,3351
2.66201,7373,5.20217,3354
3.19464,3635,10.3041,3355
3.75328,533,0.7343,3357
3.60344,2267,1.45518,3358
4.01262,3288,0.50238,3359
3.84528,5038,2.63995,3360
3.67144,7825,4.56563,3361
3.97167,7502,11.7085,3362
3.76767,8477,4.23667,3363
3.89259,1080,3.18648,3364
3.98908,2198,10.3415,3365
3.44335,203,1.99442,3367
3.76381,362,0.84309,3368
3.31193,327,0.31673,3370
3.61297,239,0.00014,3371
3.41667,348,2.98311,3372
3.22749,211,0.00483,3375
3.78756,579,0.56907,3379
3.79879,1742,0.43688,3384
2.60736,652,0.85128,3385
3.65004,8468,9.14208,3386
2.72052,1111,0.96452,3387
2.68066,2037,3.1717,3388
2.49231,130,0.3375,3389
1.54832,238,0.00415,3390
2.21368,709,1.63703,3391
2.19755,1063,2.23465,3392
2.34821,224,0.28972,3393
2.64762,1199,4.29387,3394
2.63603,272,0.1941,3395
3.61224,7836,6.32999,3396
3.61033,2479,0.88355,3397
3.45196,2550,3.86063,3398
3.05398,565,0.47981,3399
2.67708,288,2.27354,3400
2.22591,602,0.5,3401
3.45113,133,0,3402
2.56938,209,1.60928,3403
3.3392,2158,2.11202,3404
3.8318,761,1.04409,3405
3.69595,444,0.37176,3406
3.59386,16950,6.40531,3408
3.11846,5618,16.2801,3409
3.45164,1034,4.75126,3412
3.31727,249,1.66638,3414
3.99623,531,3.06849,3415
3.61818,385,0.95744,3417
3.58197,13286,9.5342,3418
3.61833,1200,0.77987,3420
3.80592,12121,2.64637,3421
3.41511,966,0.01121,3422
2.88624,356,0.47226,3423
3.82672,6778,1.32302,3424
3.282,461,1.3196,3425
3.17168,1130,0.35908,3426
3.28792,356,3.01739,3427
3.08207,329,1.57089,3428
4.11369,2630,0.00032,3429
3.17408,1146,3.94331,3430
2.42036,496,3.51092,3431
2.2132,462,4.33474,3432
1.87321,280,3.6642,3433
1.89868,227,2.75562,3434
4.21762,5080,3.37223,3435
2.78941,812,2.87941,3436
1.67254,142,0.57565,3437
2.82553,5342,7.75386,3438
2.51874,2855,3.44445,3439
2.19732,2088,8.74235,3440
3.20017,2970,5.0528,3441
2.41379,174,0.00001,3442
3.1549,1856,6.14971,3444
