rate_ave,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Kids,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,popularity
2.05352,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26989
2.85296,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.02336
3.02842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.09043
3.80783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55887
2.85551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4148
3.21389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.62168
3.48644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.18747
3.41278,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0543
3.37951,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.71698
3.48715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01025
3.56664,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0744
2.67143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.27776
3.33021,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20276
3.15888,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00226
3.40184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65756
3.21401,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.49337
3.6992,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00278
3.78594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92915
2.49414,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0093
3.48302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.75973
3.78749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,13.7077
3.93509,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58866
3.48323,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.06525
3.71741,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18.4792
2.91304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0578
3.28636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2348
3.43352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325
2.6745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36534
3.28206,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.37642
2.28086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.35837
3.85872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98367
3.614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45645
3.56462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78545
3.90641,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.57368
3.41593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42411
3.64055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144
2.50316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01172
2.60047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225
3.60417,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76913
3.38879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.6931
3.72387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.53529
3.89935,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.91288
2.89702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00236
2.13678,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.16439
3.05754,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.13114
3.84278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7935
3.10459,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.76724
3.56082,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.41671
2.85235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.76776
3.64669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145
4.17319,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0872
3.09721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28102
2.84024,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.21505
2.78929,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5.36751
4.15152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5093
4.07733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215
3.3498,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00143
2.92021,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61528
3.81371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03424
3.11285,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.4344
2.93414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65154
3.85844,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.86434
3.34371,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.68728
2.12373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9.89847
2.59504,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13846
3.29689,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.02787
3.20874,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.10151
3.61069,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00187
3.52033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2107
3.50577,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02633
3.27234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.94445
3.447,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39047
3.5481,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.46626
3.74007,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0598
2.67483,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.02915
4.12405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72545
3.72499,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62227
3.54231,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.9637
2.66073,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94737
3.60671,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5084
2.97024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15124
4.09406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99531
3.47619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3679
3.78234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.89193
4.11348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39193
3.30366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33801
2.75959,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867
3.1596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.78912
2.65167,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.52257
2.72814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.88226
3.47624,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.83847
2.81503,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.39148
1.78929,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.02824
2.92825,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.51079
3.4102,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83343
3.42193,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.17775
2.86755,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.73699
2.4321,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.65672
2.88713,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18403
2.88689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5796
3.18414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.553
2.91324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.50302
2.93001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37428
2.44161,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45835
2.24455,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37215
2.12108,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07131
1.99245,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99141
1.86699,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17766
2.94983,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.63868
2.54436,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.88226
1.63509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01914
2.84208,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.23607
3.39645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26932
2.84268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5.04467
3.68088,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00647
3.7076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0201
2.40006,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.77023
3.19184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.36188
3.42145,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.20676
3.83889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70635
3.83781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.43043
3.32335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01368
3.71602,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33173
2.753,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.32857
2.83021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014
3.73027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.11278
2.80217,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11.7563
3.54071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12.8485
2.4455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8.57764
3.1383,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.71606
3.46663,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.94345
3.27598,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.85627
2.50025,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.06893
3.13993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.195
2.92567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0816
2.82272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.672
2.25708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2423
3.45879,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.03972
3.37098,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.28753
3.0521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52441
2.95389,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0746
3.00504,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.39082
3.17725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08633
3.28256,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34346
2.62914,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9.75106
2.21517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76722
3.6016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8648
3.1557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.76733
3.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22123
3.2807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285
3.4064,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.75373
2.82513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5.2019
2.78749,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.70843
3.10707,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0093
3.1485,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10886
3.27663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.44889
3.34755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12454
3.51413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174
2.96875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26835
3.40379,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.42731
3.55181,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.22757
3.57692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95873
3.18915,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00214
3.08128,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.15305
3.67308,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06426
3.54394,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0468
2.84926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.05014
2.69506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.30064
3.09062,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.48026
2.37135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.74511
1.68396,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17431
2.12645,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.64094
2.65515,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.67364
3.09708,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0017
3.31318,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.40538
3.38306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.2213
2.28773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.90778
3.33895,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.29481
2.50782,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08592
3.20735,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.1796
2.24943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.55215
1.98835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.58453
1.74313,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.76022
3.39394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39605
2.47826,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.34508
2.272,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.48877
3.86938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8.77537
2.73812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.17056
3.1745,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.6032
3.12426,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65027
2.56658,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76313
2.92259,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94145
2.40618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07752
3.43291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74694
3.14352,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.12085
3.28107,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.38519
2.43865,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94972
3.10625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.82608
2.42202,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.64194
3.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.35068
3.27762,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0602
3.42163,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.91533
2.99756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.90142
2.36638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00144
3.80216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.33401
3.4002,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.52449
2.70644,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.68217
2.80202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00146
3.75091,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02235
3.63333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.00159
3.70348,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.00147
3.2162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.21307
2.89038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2857
2.34002,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.56688
3.45558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015
2.67815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3679
3.85932,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31154
3.97897,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11407
3.60976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015
2.91208,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.42574
2.97163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.01533
3.15014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.10317
2.59708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9085
2.91765,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.24568
3.85078,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.87379
3.54598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97609
2.9847,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.97702
2.11989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.76029
1.85593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.90167
1.72986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.48923
3.03253,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8.03305
3.32932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21814
3.23923,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.98364
3.0392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.67252
2.56377,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.77403
2.47784,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.04268
2.646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02523
2.99732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0897
2.30833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.91543
2.41746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.76154
3.42521,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,5.96565
3.43183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.3992
3.60188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12.0475
2.90446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7.72391
2.78575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.76953
2.81825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.61133
3.02569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.34015
2.29907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218
2.675,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.46957
2.04227,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.57311
2.00166,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61013
3.24253,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27057
2.98607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.04026
3.27545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.01961
3.99206,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33842
3.22137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.04025
3.2415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01563
3.00416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.38145
2.22071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.56423
2.17739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.96829
3.58903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.00463
3.49593,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.18831
2.28904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00271
3.40048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.9442
3.1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00155
1.74885,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.60423
3.79386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.46822
