@relation mp_clean


@attribute rate_ave numeric

@attribute rate_cnt numeric

@attribute popularity numeric


@data
3.86298,3930,4.99992
3.62964,13329,3.88965
4.03838,3700,2.58887
4.03539,16699,7.02601
3.86922,2443,4.09564
3.58597,1105,1.46313
3.83893,22885,7.44679
3.52699,389,0.00165
2.61613,155,0.00228
3.53704,351,0.6561
2.81739,115,0.00169
3.19617,339,0.00248
3.35598,184,0.43534
3.09222,14704,27.0332
3.50465,8487,5.4395
1.74161,298,0.00513
1.61964,443,1.37261
1.8,245,0.00971
1.6955,289,0.02559
1.96777,605,1.70756
2.93201,3383,5.53998
1.87633,283,0.15987
2.73895,362,0.0743
2.8135,941,0.95084
2.92327,404,0.71357
3.00536,746,2.0695
3.73729,12156,11.071
3.11121,2855,0.93591
1.93925,214,0.00479
2.29677,465,0.00032
3.46562,698,1.0212
3.42533,11142,20.0437
3.72946,2325,4.82648
2.8519,395,1.5507
2.9482,3581,1.20382
3.53748,9939,7.44988
3.7801,4768,2.22493
3.41948,9495,15.2649
3.00575,1739,3.78181
3.23445,8537,27.5886
3.88333,3994,3.21448
3.19615,130,0.5
3.54151,5902,4.76136
3.02847,404,1.12854
3.03396,795,0.9788
3.18936,2247,1.10927
3.84192,4020,4.31996
3.10135,814,0.19389
3.67315,20734,9.37919
3.85728,8895,1.63141
3.98526,14621,2.66156
2.58911,3956,3.98102
4.07256,1647,0.00252
3.1159,1786,2.61243
3.84388,1169,0.94622
3.41264,2072,1.84352
3.09783,9445,9.54253
3.41814,16131,11.1088
3.08512,11125,5.61323
3.28842,12038,4.30316
2.86576,8470,5.56786
3.68026,16665,4.79565
3.22853,12027,5.71156
3.45623,14600,8.49439
3.09502,13402,18.7176
3.2712,7784,4.95379
2.97029,3080,4.35709
3.30837,17067,15.3269
1.99135,4104,2.05313
2.74388,1021,4.47897
2.30612,147,0.00228
3.57252,131,0.00143
3.11357,6780,20.453
3.80315,22794,12.9893
2.60726,5016,11.2607
1.89408,2077,6.41373
3.264,1678,0.06066
2.95948,17940,9.02697
3.62693,1749,0.05375
3.62446,23116,5.99323
3.87887,15970,6.74739
3.36997,2334,0.844
3.63135,13266,2.84913
3.56921,643,0.00168
3.14682,865,1.15734
3.42167,1500,1.68527
3.53464,1530,0.68816
3.23152,663,1.85888
2.92907,9904,2.83327
3.60606,363,0.10428
3.27523,17823,20.5588
3.71134,13320,8.34804
3.05683,6766,4.69904
3.02452,775,0.38563
3.73459,6959,1.17289
3.73063,284,0.0396
3.55614,383,0.12688
3.40395,1822,0.00191
3.5448,279,0.09888
3.14574,6275,2.43464
3.0861,784,2.95214
3.87787,1392,1.55128
3.08908,3087,2.94526
3.82632,190,0.00338
3.21856,2171,1.0422
2.63269,260,0.06051
2.60621,805,1.19717
3.42598,331,0.00246
3.30227,3740,7.41712
3.20682,220,0.0425
2.59292,3277,2.37839
2.87619,1361,1.93134
3.66565,329,1.68607
2.82085,6782,8.73932
2.34091,352,0.00323
2.78362,751,0.70978
3.54391,6582,2.39588
3.34332,734,0.0078
3.43165,139,0.00145
2.33765,1389,0.06837
4.00987,2481,1.19009
3.27162,613,3.53262
3.93379,6555,0.07898
3.72743,288,0.09225
2.45081,1718,0.49983
3.20434,783,0.1497
3.09167,180,0.00144
2.25542,554,2.13701
3.10947,2914,2.24572
3.0443,237,0.00177
3.3423,3662,2.98724
2.62664,837,0.00161
2.79141,2644,2.73099
3.088,375,0.08639
3.66596,4242,7.38178
3.52999,1117,1.00794
3.79909,11234,7.78351
2.60178,1233,0.3004
3.03041,411,1.03737
2.91667,240,0.03703
2.54483,2030,1.75171
3.11492,831,7.90301
3.34555,6332,0.82891
3.33712,396,0.00609
3.16236,9134,4.80054
3.26555,1962,2.91941
3.38836,524,0.35139
3.1098,3001,3.03959
3.70427,1055,0.00366
3.21307,18790,14.6749
3.1208,1817,3.23444
3.04471,3735,4.95096
2.97406,424,0.49857
1.97076,342,1.63904
3.40909,231,0.00159
1.40123,734,1.84347
3.29777,403,0.87104
2.29341,743,3.12993
3.20199,1255,0.67863
2.08304,6340,4.54855
3.73035,15385,3.9217
2.57143,210,0.00207
3.31489,262,0.01871
2.62547,1331,0.13713
3.44406,143,0.00378
3.41388,389,0.03737
3.30806,211,0.71648
3.4425,200,0.00743
3.47546,163,0.0758
2.93769,9372,1.80093
2.97794,136,0.00498
2.68886,4265,3.77079
3.48214,476,0.11462
3.42307,23691,16.0494
3.31071,3138,3.19124
3.27559,127,0.00145
2.76797,153,0.00143
2.87361,360,0.05899
2.43895,344,0.02344
2.52952,813,0.84798
3.71314,28913,16.4422
3.36939,245,0.64374
3.75,322,0.00405
3.53121,769,0.45408
3.87912,4525,0.60015
2.48929,140,2.43207
3.12759,290,0.01152
3.11142,2190,1.06613
3.57346,2219,0.93073
2.95928,15041,1.61943
3.86271,641,0.00257
3.61456,419,0.63794
3.22662,278,0.71834
2.9812,133,0.78104
2.76885,703,1.98459
2.57788,321,2.00163
3.18729,14795,11.4964
3.51532,1338,1.07439
1.95733,5882,4.62485
2.22144,10023,26.145
3.35874,223,0.00246
3.60993,282,0.00431
2.87302,252,3.96071
3.33587,5529,14.8938
3.27621,11189,5.26423
3.13766,316,0.32502
3.64693,473,0.01878
3.82372,607,2.56827
3.33446,19029,14.9014
3.13095,126,0.04291
3.49684,158,0.00338
3.56075,36643,27.0067
2.79393,643,1.05201
3.05071,493,0.00298
2.71648,261,1.10209
3.65334,21466,7.47831
3.3216,213,0.00214
2.92557,7887,4.59752
3.1762,7375,7.61643
2.70423,4566,5.76816
3.27072,5537,6.01202
2.91694,7410,12.7743
2.63341,5873,6.92625
2.34008,1482,2.89102
2.92283,1717,2.57263
3.6763,2663,0.72195
1.78962,1060,3.70448
3.41892,518,0.00732
3.32785,11862,6.94655
2.91293,959,2.11248
1.68784,551,4.28635
2.84126,715,1.50935
2.89012,678,0.9762
2.04565,471,0.38361
2.77805,3208,9.44209
2.92883,815,2.23269
2.625,936,0.54711
2.36603,892,2.32046
3.32619,15166,8.19326
2.99932,738,2.32639
3.85654,22260,7.67758
3.41286,2628,11.7848
3.21593,477,0.00239
3.15613,269,0.00235
3.17214,4993,5.80595
3.48594,2560,3.50019
3.03931,4261,6.49463
4.07691,29385,8.81983
3.43059,5381,9.02998
3.37715,5051,5.0882
3.27023,729,1.96883
2.49161,1073,4.39374
3.01562,512,0.29525
3.82962,16821,11.914
2.46169,783,1.37816
3.13628,2693,5.76452
3.24061,958,1.31175
3.42771,498,0.2139
2.44167,180,0.00165
3.67037,2565,0.0477
3.77501,6047,1.57497
3.61545,15292,7.26803
2.70935,535,0.00252
3.72382,16339,6.62883
3.08044,721,0.00153
3.86547,2806,0.21516
2.47667,8510,13.2144
3.48184,12307,11.7714
2.76433,872,0.27377
2.76896,699,0.89811
3.55078,1605,0.49586
3.8745,1510,0.0015
3.43318,449,0.00194
3.06863,153,0.00351
3.75549,19903,10.3155
3.28389,664,1.48024
2.57254,710,2.83382
3.19065,139,0.02658
3.3865,163,0.00143
3.18783,1874,1.93154
3.06863,102,0.00145
3.55744,1297,2.04272
3.11339,635,0.38831
2.87662,231,2.00169
3.6544,8938,5.82476
2.81738,3614,9.11136
2.66327,147,0.55727
2.82573,1096,1.01312
2.87296,307,0.27111
3.44162,334,0.00146
3.50604,745,0.95949
3.12892,287,0.35978
3.60539,4322,4.20807
3.66999,14692,6.71208
3.83525,12143,3.007
3.20472,127,0.02667
3.20847,16103,12.9858
2.6392,176,0.0108
3.69626,4861,1.21826
1.94359,195,0.00197
3.51662,7880,3.34057
2.0817,2295,10.6837
3.80431,25679,17.1173
3.6924,1975,2.07838
3.51959,638,2.1207
3.14321,1002,2.5962
3.18757,5070,7.99933
3.4188,4015,13.1241
3.20674,2063,1.71562
3.01232,12131,16.9343
2.56349,126,0.00165
3.59565,5337,0.97094
3.69542,3119,0.7762
3.49531,213,0.00257
3.53947,266,0.71642
3.62385,1191,1.32179
3.45579,3167,1.32207
2.56814,4212,7.29533
2.72845,731,1.33003
4.04208,30206,11.7429
1.85497,2889,7.20148
3.25312,5047,1.38367
2.87939,2504,3.72137
2.72404,7916,7.46924
3.99626,3872,2.5619
3.37965,36510,32.5338
3.23502,13369,15.9515
3.52614,153,0.00202
2.93561,2221,9.79903
3.17667,2482,4.29572
3.49177,243,0.0143
3.67859,12288,9.98152
3.67279,1823,2.91933
1.87469,798,1.0864
3.94262,21932,10.9157
3.2769,567,0.00309
3.95397,1912,1.92143
3.26052,3255,2.7171
1.56366,644,3.15717
2.48887,494,0.03064
2.75182,411,2.06939
3.50168,11933,8.79836
3.79155,12298,6.57689
2.23343,362,0.00321
2.76319,1763,0.96452
3.28841,2519,3.9816
3.48838,3915,1.62996
3.49468,658,0.04886
2.72123,504,2.18715
3.85161,465,1.95661
3.77546,383,0.13993
1.8043,2974,1.65014
2.76105,1471,1.93803
3.15132,228,0.49926
3.10289,2799,3.13616
2.8491,222,0.13315
2.69619,367,0.46954
2.62145,3133,4.06387
3.20982,112,0.00179
3.4029,14727,7.18979
3.2415,147,0.00165
2.89272,1333,1.05048
3.79341,22985,7.77359
3.44436,1312,1.55724
2.90619,549,1.0743
3.25128,5070,5.64264
2.72093,129,0.00222
3.51608,1244,0.00205
3.9052,1962,1.15714
2.54421,328,0.20451
3.54996,2272,1.87729
3.10071,6375,6.21103
2.93569,793,2.10978
3.20138,8499,12.7323
2.84437,1057,1.11516
3.16463,164,0.01021
3.95689,1067,0.40035
3.47602,4107,1.31295
3.13496,226,0.72333
3.38776,245,0.00166
2.83765,733,3.20293
3.16322,1691,2.00834
1.88268,179,0.04605
3.05422,498,0.03055
2.70642,218,0.99472
1.19954,431,0.00242
3.78006,1048,0.00275
3.08537,287,0.00194
2.59589,8484,5.42852
3.03186,2495,5.30604
3.87801,4656,0.57302
3.28986,5620,4.20405
3.28899,1590,1.11576
2.68182,572,0.81505
2.28632,592,0.09243
3.35563,1704,2.6423
2.96159,768,9.41331
3.83538,650,2.68037
3.71231,2461,0.92242
3.51923,312,0.00675
3.03941,1586,1.60224
2.95327,107,0.00146
1.94785,163,0.06597
2.96327,422,0.1368
2.29121,819,2.07369
3.10887,620,0.69837
2.9485,233,0.64489
3.15127,1342,2.68869
3.6263,384,0.31449
3.84757,515,0.0228
3.17117,111,0.00211
2.16337,2277,6.92914
2.25045,1104,1.34996
2.45089,112,0.00431
3.44656,421,0.00215
3.04033,1773,2.5688
2.33193,476,1.94778
3.325,400,0.00154
3.73182,3039,1.66005
3.15445,191,0.00512
3.35801,1067,0.00728
2.95347,13325,11.3789
2.06364,165,0.00458
3.47683,259,0.00323
3.55392,306,3.19239
2.82224,661,9.52709
2.37278,8572,12.9026
3.34093,5419,0.56963
3.7236,8267,12.7337
3.62067,4479,1.16484
2.60201,598,1.68041
2.96765,3308,1.22993
3.57683,1744,1.6888
2.45755,106,0.15141
3.38103,4812,7.60413
3.65594,202,0.97896
2.86783,5875,13.3684
3.20623,3518,1.35258
3.10862,290,0.00222
3.55321,1090,2.94534
3.22984,124,0.00247
4.01273,746,1.46115
3.28209,296,0.31679
3.5369,962,0.29118
3.12162,259,0.00144
3.65195,8789,11.3896
3.31879,13341,11.7826
3.42089,316,0.00414
2.68994,7934,3.00848
3.6671,8450,4.31379
3.74557,1806,1.17657
3.81185,2809,0.00343
3.63288,3123,1.10594
2.97253,23278,16.8895
3.11574,9988,7.79862
3.12769,975,1.63962
2.81401,4167,5.14356
3.74389,9609,4.32613
3.26471,238,0.00216
3.54555,25969,13.9432
2.63243,2371,2.2086
3.72121,330,2.02287
3.15676,185,1.43109
3.93541,2717,3.66272
3.07738,168,2.49782
3.75,758,2.82167
3.91641,1956,2.19512
3.34828,290,0.95807
3.46262,214,0.91632
3.92088,891,2.15162
3.84836,943,2.68293
3.76502,749,1.3679
3.56993,572,1.88909
3.85909,1139,2.60039
4.10346,1880,5.02465
3.74966,729,2.40734
3.75315,873,2.37361
3.91096,949,1.72298
3.21609,553,1.38514
3.94938,3003,4.30697
4.1524,5935,4.56259
3.91723,1335,0.82285
3.73079,9435,3.38522
3.78577,1363,1.97246
4.1225,2200,4.76609
4.06455,3571,6.11419
3.63474,2297,2.07213
3.97488,6846,3.17855
3.93373,9454,6.38687
3.72209,15307,18.5296
3.73795,5373,4.16653
3.88552,4573,2.87552
3.69758,7835,2.30322
3.63474,5544,2.79264
3.63583,5838,11.236
3.8274,7871,9.38205
3.91175,27576,15.5009
3.69065,9423,5.11108
3.94217,2369,1.88231
3.78827,2352,0.89102
3.56855,6776,1.27217
3.79248,1689,0.00002
3.62421,9053,7.5491
3.82138,23424,8.84721
2.43174,2388,4.93366
2.66212,2495,4.72293
2.37678,1826,5.92869
2.19973,1467,7.38861
2.28209,1418,7.69699
2.87223,4293,13.8087
2.42356,1766,8.33882
2.12784,1408,7.40507
2.1968,1311,7.1007
1.99524,1155,6.47187
2.10397,1260,7.06191
1.98778,1064,5.05165
1.77662,1249,6.11991
3.53332,6887,11.7612
2.77341,1719,3.76263
1.92703,1110,2.52977
2.34467,1014,2.64594
2.15825,951,1.64678
2.45621,628,3.26376
2.05911,313,0.01425
1.53784,185,0.11975
1.44817,164,0.00002
2.77465,2525,12.9334
2.23379,1249,10.3487
1.99602,1006,6.90061
3.49223,9972,14.3516
2.46634,1545,5.1643
2.02517,1152,2.50802
3.73505,14184,15.9817
1.93601,1094,2.43417
2.6077,1156,1.44858
3.68899,18120,9.50687
3.29369,14631,6.99124
3.18966,9965,9.40157
3.23179,12125,11.4156
2.70743,5062,8.83335
3.60817,11348,11.492
3.29225,14729,9.87717
2.79819,441,1.60444
2.60577,104,0.00327
3.49397,4315,3.72747
3.98377,5853,8.02887
3.44406,20684,14.8824
3.24674,21383,11.6015
3.30511,5829,5.89172
3.06319,2081,0.48633
3.36988,2590,0.39677
2.60855,889,0.00117
2.9621,1029,0.00777
3.50565,7958,13.1716
4.26366,12173,16.8401
3.85811,8450,3.45219
3.30251,9945,7.24679
3.62664,2894,3.34778
3.43343,12123,10.0296
3.27731,833,0.1014
3.46501,2615,1.63274
2.64292,1235,0.29893
2.49152,1120,1.86894
4.06899,41391,24.8182
3.47031,522,0.01133
2.61509,265,0.00012
2.8709,244,0.0012
3.19858,1478,9.50208
2.83003,2218,2.4667
3.11782,331,1.66535
2.36168,1117,1.00733
3.32265,437,3.14711
2.89842,1265,0.05633
2.8661,829,1.73148
2.68016,877,0.86584
2.6796,2720,4.74958
3.27344,1141,1.35647
2.48,300,0.00001
3.37676,426,1.97966
3.41524,5834,3.74221
2.93478,161,0.33075
3.44414,1638,8.90651
3.26887,212,0.00507
2.50745,1074,2.84768
2.58602,930,6.5867
2.98162,2421,4.83714
2.14515,5026,3.34471
2.69341,17913,10.2918
2.72727,220,0.09382
3.34153,183,0.27135
3.36928,765,0.00329
3.57786,9433,6.16339
3.17626,3458,7.09067
3.05543,2760,3.13258
3.02837,141,0.71706
3.09251,454,0.00653
3.876,7839,0.3396
3.67796,4060,5.87033
4.10225,1110,1.82327
3.92398,6347,7.63656
3.96091,1893,2.47503
3.80926,1156,0.02874
3.95228,1802,0.50301
3.78355,1416,1.34732
3.08612,3472,6.91605
3.46984,630,0.09696
3.5053,283,0.85061
3.75289,605,1.44078
3.82116,9587,15.3597
3.48832,1070,0.00563
3.62986,9545,25.7343
3.25694,144,0.00149
3.57751,11199,10.5597
3.50372,15175,17.0445
2.87855,5039,3.80895
3.59251,3767,2.27982
3.18496,1057,1.98861
3.41155,8542,18.415
3.06019,216,0.02201
3.53904,7953,16.5491
2.56742,3723,0.75722
3.28784,2550,13.301
3.45007,3004,10.3238
2.88811,1220,0.89871
2.51275,1961,10.6027
2.93928,2034,1.52525
3.04189,7842,2.58631
2.81056,805,0.14849
3.5869,6870,13.2051
3.39537,1405,0.94596
2.82261,482,1.42154
3.61609,1417,2.08068
3.19759,13217,5.81696
3.12025,158,0.00228
3.43891,1334,0.06019
2.99115,226,1.28714
3.25654,306,0.00002
3.31554,11187,10.2053
3.34316,1594,3.92642
2.52867,2389,5.01553
3.59967,7555,3.25104
3.6081,7891,6.70579
3.27967,2612,1.90424
3.21897,2288,3.20678
3.4048,2710,2.32553
2.16415,530,2.33465
3.60834,3743,8.60957
3.67804,22161,25.678
3.26327,5857,4.50609
3.64078,3573,3.88682
3.64751,3498,5.98023
2.33948,1302,3.21171
2.91904,1612,1.90434
2.7529,1983,6.37137
2.61311,2608,4.87196
3.00764,2618,5.29239
3.16786,8954,7.77568
3.63249,6374,4.42585
2.8109,5119,3.50931
3.30612,245,0.00217
3.82418,2113,0.30803
3.91767,498,0.13061
4.04327,3201,4.93034
3.22426,4905,1.88769
3.28796,6336,5.38165
3.00821,2375,2.65127
2.81699,3366,1.02002
3.52919,6286,1.59478
3.69689,2895,8.95466
3.71058,4998,2.88999
3.56074,8931,3.53682
3.35494,5029,4.73496
3.00985,2285,5.77503
3.2829,3222,10.9302
3.61944,9490,5.28745
3.35248,8477,2.05073
3.16701,3380,1.75832
2.6036,1361,1.62952
2.94435,1150,1.53561
2.28678,673,4.84904
3.64602,9879,2.5407
3.18685,1742,1.49219
2.05575,843,0.43404
2.10938,2857,2.60246
2.69605,1140,0.69467
3.39802,1917,0.62245
3.29259,135,0.00164
2.88813,219,0.00262
3.40444,1643,1.81584
3.72198,8611,11.4145
3.4829,11168,10.5478
2.46697,2271,6.68819
2.50188,1865,3.43283
2.12723,224,0.00013
3.21627,1008,0.00853
3.52834,1041,1.93812
3.34469,12308,16.6209
3.04595,555,0.84634
2.72406,1147,0.22101
2.69306,922,2.08776
3.65745,1229,0.01507
3.33772,114,0.00582
3.53433,801,2.41893
3.45799,21280,16.5742
3.41129,124,0.00147
3.92174,3022,7.2396
3.20016,627,2.67515
3.60866,1109,3.4767
3.03684,380,2.99024
3.33448,580,2.58925
3.53078,1121,7.13612
3.65563,800,1.74854
3.87432,2375,4.57854
3.64555,1460,2.66402
3.48875,311,3.00664
4.14258,5446,6.55389
3.52717,276,0.63268
2.80303,2277,5.02435
3.45767,189,0.0046
2.8688,343,0.00829
2.96635,104,0.0081
3.44786,9963,10.0438
3.87832,16301,12.6918
3.07906,1151,0.7551
2.16716,341,1.2944
3.5,151,1.25139
3.249,249,1.06649
3.85989,1588,0.86977
4.15608,2268,1.13474
3.73698,768,3.06289
3.34091,726,2.0491
3.91912,1459,4.11921
2.93827,162,4.58778
4.07675,2267,2.7863
3.36494,174,1.28409
3.72527,566,0.42988
3.42262,252,1.61367
3.77071,1328,2.51377
3.19048,126,0.43062
3.5,198,1.6002
3.57895,228,1.53502
3.72415,7330,2.22849
3.59396,6306,7.96094
3.46443,1968,0.75738
3.65459,414,0.0027
3.8524,603,0.00002
3.68732,702,0.25575
3.40743,1642,0.17402
2.72688,703,3.39186
3.68002,6227,0.7114
3.34686,4953,6.54872
3.10518,2201,0.7342
3.83756,9942,2.26623
3.1261,1824,1.10081
3.21287,404,0.00002
3.05886,1665,4.10675
2.7503,4137,5.15056
2.61919,495,0.09738
2.2,140,0.00203
2.80385,130,0.00004
2.64404,1451,1.7427
2.51986,277,1.51926
3.30487,1130,2.2343
3.08942,2354,0.71625
3.13067,1477,1.94942
2.69551,624,2.35121
2.05352,682,2.26989
2.85296,1299,0.02336
3.02842,563,0.09043
3.80783,16150,6.55887
2.85551,3540,13.4148
3.21389,540,0.62168
3.48644,959,7.18747
3.41278,10152,12.0543
3.37951,693,1.71698
3.48715,389,0.01025
3.56664,11209,11.0744
2.67143,2727,7.27776
3.33021,907,0.20276
3.15888,107,0.00226
3.40184,2343,0.65756
3.21401,514,1.49337
3.6992,374,0.00278
3.78594,640,0.92915
2.49414,256,0.0093
3.48302,1561,1.75973
3.78749,9270,13.7077
3.93509,8257,3.58866
3.48323,1014,2.06525
3.71741,22320,18.4792
2.91304,184,0.0578
3.28636,11222,15.2348
3.43352,534,0.00325
2.6745,2318,6.36534
3.28206,4343,7.37642
2.28086,162,1.35837
3.85872,7308,2.98367
3.614,4785,3.45645
3.56462,15838,5.78545
3.90641,2340,1.57368
3.41593,113,0.42411
3.64055,217,0.00144
2.50316,948,3.01172
2.60047,214,0.00225
3.60417,984,0.76913
3.38879,4334,6.6931
3.72387,2803,1.53529
3.89935,7397,8.91288
2.89702,704,0.00236
2.13678,1835,8.16439
3.05754,2885,6.13114
3.84278,4605,2.7935
3.10459,1807,5.76724
3.56082,14675,6.41671
2.85235,2296,3.76776
3.64669,242,0.00145
4.17319,19868,16.0872
3.09721,1790,2.28102
2.84024,676,1.21505
2.78929,1699,5.36751
4.15152,25093,15.5093
4.07733,847,0.00215
3.3498,1275,0.00143
2.92021,188,1.61528
3.81371,4713,1.03424
3.11285,3137,11.4344
2.93414,6385,4.65154
3.85844,10017,7.86434
3.34371,1414,2.68728
2.12373,4805,9.89847
2.59504,363,2.13846
3.29689,5684,7.02787
3.20874,309,1.10151
3.61069,262,0.00187
3.52033,1722,3.2107
3.50577,260,0.02633
3.27234,2372,0.94445
3.447,651,1.39047
3.5481,2453,4.46626
3.74007,1510,2.0598
2.67483,143,0.02915
4.12405,1189,0.72545
3.72499,7247,1.62227
3.54231,16036,8.9637
2.66073,1403,5.94737
3.60671,21769,31.5084
2.97024,1193,2.15124
4.09406,2493,1.99531
3.47619,126,1.3679
3.78234,7530,1.89193
4.11348,2397,4.39193
3.30366,1230,1.33801
2.75959,391,0.00867
3.1596,2594,3.78912
2.65167,778,2.52257
2.72814,892,0.88226
3.47624,7850,8.83847
2.81503,3241,5.39148
1.78929,439,5.02824
2.92825,5854,0.51079
3.4102,980,3.83343
3.42193,7186,3.17775
2.86755,1914,0.73699
2.4321,1723,7.65672
2.88713,1608,2.18403
2.88689,3983,12.5796
3.18414,3739,13.553
2.91324,1095,3.50302
2.93001,6322,5.37428
2.44161,3742,4.45835
2.24455,3120,3.37215
2.12108,2969,3.07131
1.99245,2584,3.99141
1.86699,2372,1.17766
2.94983,5890,2.63868
2.54436,1037,0.88226
1.63509,644,0.01914
2.84208,2343,2.23607
3.39645,169,0.26932
2.84268,3280,5.04467
3.68088,2615,0.00647
3.7076,6987,5.0201
2.40006,1701,2.77023
3.19184,9414,7.36188
3.42145,7371,6.20676
3.83889,14788,8.70635
3.83781,25368,6.43043
3.32335,167,0.01368
3.71602,5342,0.33173
2.753,1498,1.32857
2.83021,374,0.00014
3.73027,2712,7.11278
2.80217,5391,11.7563
3.54071,5551,12.8485
2.4455,3936,8.57764
3.1383,6746,3.71606
3.46663,14607,3.94345
3.27598,12021,1.85627
2.50025,1968,1.06893
3.13993,5903,13.195
2.92567,5590,14.0816
2.82272,5373,15.672
2.25708,3921,18.2423
3.45879,4865,2.03972
3.37098,2736,2.28753
3.0521,2735,2.52441
2.95389,553,1.0746
3.00504,694,1.39082
3.17725,378,0.08633
3.28256,9053,9.34346
2.62914,6768,9.75106
2.21517,4120,7.76722
3.6016,6383,11.8648
3.1557,12270,6.76733
3.6,610,0.22123
3.2807,171,0.00285
3.4064,9428,3.75373
2.82513,6322,5.2019
2.78749,1567,3.70843
3.10707,1004,0.0093
3.1485,6855,4.10886
3.27663,2319,2.44889
3.34755,4208,2.12454
3.51413,283,0.00174
2.96875,688,1.26835
3.40379,1372,1.42731
3.55181,801,1.22757
3.57692,1664,1.95873
3.18915,378,0.00214
3.08128,203,0.15305
3.67308,1404,0.06426
3.54394,1263,2.0468
2.84926,806,4.05014
2.69506,628,0.30064
3.09062,3178,4.48026
2.37135,1473,2.74511
1.68396,318,0.17431
2.12645,3875,4.64094
2.65515,709,1.67364
3.09708,1231,0.0017
3.31318,3886,1.40538
3.38306,11224,6.2213
2.28773,1842,1.90778
3.33895,1394,2.29481
2.50782,895,1.08592
3.20735,3318,10.1796
2.24943,878,3.55215
1.98835,429,2.58453
1.74313,582,6.76022
3.39394,3498,2.39605
2.47826,138,1.34508
2.272,250,1.48877
3.86938,5742,8.77537
2.73812,3051,0.17056
3.1745,3828,1.6032
3.12426,13263,8.65027
2.56658,5843,3.76313
2.92259,549,1.94145
2.40618,1295,1.07752
3.43291,3391,3.74694
3.14352,648,1.12085
3.28107,2092,5.38519
2.43865,326,1.94972
3.10625,7308,8.82608
2.42202,327,0.64194
3.625,460,1.35068
3.27762,353,0.0602
3.42163,319,2.91533
2.99756,6352,5.90142
2.36638,116,0.00144
3.80216,1064,1.33401
3.4002,8988,8.52449
2.70644,901,0.68217
2.80202,841,0.00146
3.75091,275,0.02235
3.63333,210,0.00159
3.70348,892,2.00147
3.2162,4149,2.21307
2.89038,2080,5.2857
2.34002,922,2.56688
3.45558,394,0.0015
2.67815,1103,1.3679
3.85932,8491,1.31154
3.97897,21664,5.11407
3.60976,123,0.0015
2.91208,1655,1.42574
2.97163,4300,7.01533
3.15014,1422,2.10317
2.59708,479,1.9085
2.91765,170,1.24568
3.85078,1032,2.87379
3.54598,174,0.97609
2.9847,3758,2.97702
2.11989,1051,3.76029
1.85593,472,1.90167
1.72986,422,1.48923
3.03253,2290,8.03305
3.32932,2118,1.21814
3.23923,836,0.98364
3.0392,1607,3.67252
2.56377,737,1.77403
2.47784,677,2.04268
2.646,250,0.02523
2.99732,2055,2.0897
2.30833,780,1.91543
2.41746,630,0.76154
3.42521,4312,5.96565
3.43183,5369,10.3992
3.60188,13486,12.0475
2.90446,2533,7.72391
2.78575,2168,6.76953
2.81825,2099,4.61133
3.02569,3912,6.34015
2.29907,107,0.00218
2.675,740,1.46957
2.04227,343,2.57311
2.00166,301,1.61013
3.24253,9970,6.27057
2.98607,1113,3.04026
3.27545,9479,9.01961
3.99206,16117,4.33842
3.22137,131,0.04025
3.2415,147,0.01563
3.00416,1082,1.38145
2.22071,879,3.56423
2.17739,1663,1.96829
3.58903,1595,2.00463
3.49593,1844,2.18831
2.28904,301,0.00271
3.40048,1457,2.9442
3.1879,785,0.00155
1.74885,1525,1.60423
3.79386,228,1.46822
2.73553,2142,2.04953
2.64024,410,0.83634
3.23558,1560,3.35911
3.11008,1190,1.66437
3.32115,260,0.01671
3.63823,926,3.43971
3.75345,4131,1.37292
2.26678,298,0.32163
3.04169,4330,2.24735
2.15209,1532,1.3237
3.6381,811,1.93374
3.48278,12602,11.4192
3.3378,336,0.00327
2.63539,1540,2.85752
3.93359,1423,0.00319
3.2102,245,2.5185
3.01961,102,0.00156
3.81163,1359,1.75153
3.67539,9091,3.63682
3.05546,8520,7.7357
3.06875,560,2.04593
3.6216,2023,2.03789
3.82062,616,1.78014
2.71067,178,0.34404
2.95137,946,1.91572
2.76766,368,0.01752
3.16986,627,0.96313
3.56086,534,0.72697
3.8875,2609,2.44701
3.6182,1582,1.79311
2.53762,505,0.8043
3.01375,4110,1.90704
3.77102,14652,1.61721
3.33395,5652,3.7381
3.16171,9440,4.84797
2.75811,1974,3.01605
3.80329,638,0.88986
3.93636,495,0.00345
3.83086,405,0.06534
3.85787,1270,0.12867
3.94361,1135,1.42356
3.03617,1479,0.35765
1.95349,301,0.04174
2.93557,1071,0.61667
2.73016,6743,5.29038
3.16435,17974,14.0059
3.83685,1281,0.02183
3.56574,251,0.00177
3.58372,436,0.19664
3.29044,4099,4.03299
3.96071,789,1.37385
2.95198,656,3.85656
3.61512,291,0.05768
3.53017,116,0.00143
3.09876,32300,28.531
2.71905,929,0.19206
3.52875,400,0.03294
3.60526,133,2.38904
3.32514,2013,2.71915
3.07113,717,1.49408
3.05191,183,0.09615
2.71714,175,0.005
2.7328,189,0.00153
3.14331,1256,0.00419
3.38337,16428,22.955
3.09372,9406,11.7516
2.48607,5564,8.54424
2.07799,3725,6.60134
3.71073,2209,3.68282
2.91855,221,0.05917
3.125,280,1.5309
3.82846,3588,4.56658
3.24,375,1.43288
2.77778,180,0.83375
3.06086,419,0.3574
3.14453,256,0.73157
2.77778,234,0.01845
