rate_ave,genres,rate_cnt,popularity,mid,releasedate
3.26207,Drama|Comedy,290,0.00369,2766,9/11/1998
3.01536,Drama,293,0.00728,2767,8/5/1999
3.13759,Drama|Action|Thriller|Crime,705,4.08085,2769,4/27/2000
3.06139,Comedy,11159,2.75851,2770,8/12/1999
3.00475,Drama|Thriller,1686,4.7093,2771,8/13/1999
3.15622,Action|Adventure|Comedy|Music,2154,1.28599,2772,8/13/1999
3.32412,Drama|Romance,742,0.29601,2774,2/14/1999
3.17879,Drama,165,0.62683,2775,8/13/1998
3.53691,Documentary,149,0.00144,2776,8/29/1997
2.48718,Thriller|Romance,195,0.7413,2778,10/20/1995
3.5468,Fantasy|Drama|Comedy|Romance,2372,0.78953,2779,6/28/1978
3.20399,Comedy|Fantasy|Horror,451,1.22546,2780,1/25/1963
3.12535,Horror,355,0.0053,2781,7/29/1959
3.37628,Horror,683,0.75508,2782,8/12/1961
3.07265,Drama|Foreign|Horror,117,1.24129,2783,11/1/1964
3.34139,Drama|Horror,476,1.72379,2784,6/24/1964
3.0813,Thriller|Comedy|Horror|Mystery,123,0.87878,2785,7/4/1962
2.53444,Comedy,392,0.42155,2786,7/25/1986
2.96109,Horror|Thriller,1105,6.74884,2787,4/12/1985
3.98693,Comedy,5969,1.45434,2788,9/28/1971
2.8932,Action|Drama|Horror|Thriller,1367,3.82236,2789,6/5/1978
2.63206,Drama|Horror|Thriller,549,1.66117,2790,3/20/1981
3.7861,Comedy|Romance,19839,9.73317,2791,7/2/1980
3.06896,Comedy,4771,4.98398,2792,12/10/1982
2.65807,Comedy|Horror,2287,3.45431,2793,12/25/1997
2.95925,Adventure|Comedy|Romance,3423,7.02479,2794,7/25/1985
3.77394,Comedy|Adventure|Romance,6580,11.5022,2795,7/28/1983
2.9031,Comedy,1388,2.99217,2796,6/3/1988
3.61355,Fantasy|Drama|Comedy|Romance|Family,20546,5.24976,2797,6/3/1988
2.09678,Comedy,1834,1.77796,2798,7/27/1990
1.79153,Comedy,1192,2.59089,2799,7/3/1991
3.07641,Adventure|Animation|Family|Fantasy,301,1.75998,2800,7/15/1989
3.40159,Drama|Romance,879,0.85598,2801,12/31/1997
3.01355,Action|Adventure|Crime|Romance|Thriller,2104,3.91766,2802,12/2/1988
3.34644,Drama|Action|Thriller|Crime|Mystery,5366,5.26738,2803,12/16/1993
4.01413,Comedy|Family,13657,5.06598,2804,11/18/1983
2.863,Comedy|Crime|Romance,5321,1.49749,2805,8/16/1999
2.46705,Comedy|Thriller,1821,2.56593,2806,8/11/1999
1.85338,Action|ScienceFiction,1347,2.58155,2807,8/20/1999
2.57642,Thriller|Action|ScienceFiction|Crime,4547,7.75738,2808,7/10/1992
2.55477,Comedy|Romance,283,0.3284,2809,9/10/1999
3.7945,Animation|Thriller,1219,3.84389,2810,7/11/1997
3,Drama|Action|Thriller|Crime,334,0.98272,2812,8/25/1999
3.28014,Documentary|Foreign,141,0.00197,2813,1/1/1999
2.59822,Action|Thriller|War,1802,1.56482,2815,1/17/1986
1.85538,Action|Adventure|Drama|Thriller,1013,1.59095,2816,11/11/1988
1.70383,Action|Thriller,758,0.34343,2817,1/9/1992
1.61587,Action|Adventure,479,0.3394,2818,1/1/1995
3.96258,Action|Thriller|Mystery,3581,1.30148,2819,9/24/1975
3.59497,,358,0.0023,2820,9/23/1964
2.99847,Action|Adventure|Drama|Romance,1960,6.68181,2822,2/7/1992
3.55479,,146,0.00174,2824,1/1/1999
3.11556,Adventure|Fantasy|Action,8489,5.63966,2826,8/27/1999
2.48821,Drama|ScienceFiction|Thriller,3138,3.98085,2827,8/26/1999
2.00811,Comedy|Family|Romance,987,0.12181,2828,8/27/1999
2.78781,Fantasy|Comedy,1739,1.38504,2829,8/27/1999
3.46853,Drama,143,0.00143,2830,8/1/1998
3.28689,Drama,183,0.02354,2833,9/24/1999
3.2797,Comedy|Romance,202,0.02243,2834,8/27/1999
2.3272,Action|Comedy|Thriller,489,0.77544,2835,9/1/1999
3.25257,Romance|Comedy|Drama,1364,0.1589,2836,8/16/1999
3.33173,Drama|Comedy|Romance,208,0.00328,2837,8/1/1998
3.72249,Romance|Drama|Comedy,209,0.0015,2839,9/1/1998
3.03106,Horror|Thriller,5602,3.6942,2840,9/10/1999
3.51444,Horror|Mystery|Thriller,4709,5.13184,2841,9/10/1999
3.20379,Drama|Thriller|Crime,422,1.51165,2842,9/10/1999
4.02237,Comedy|Romance,1475,5.42607,2843,6/1/1998
3.0913,Drama|Thriller,575,0.39796,2844,2/25/1999
3.2464,Adventure|Drama|Family,1599,0.0381,2846,8/25/1989
3.82258,Action|Adventure|Drama|Romance,372,1.21896,2847,5/15/1939
3.74754,Drama|Romance,406,0.00149,2848,1/1/1952
2.89706,Drama,204,0.00001,2849,2/1/1991
3.78382,Drama|Mystery|War,1094,0.82062,2852,9/13/1984
2.84043,Thriller|Mystery|Horror,188,2.08626,2853,11/13/1976
2.35849,Horror,106,0.00005,2855,9/9/1983
2.77691,Horror,511,0.00423,2856,7/21/1965
3.57745,Fantasy|Animation|Music,5042,2.94033,2857,7/17/1968
4.15782,Drama,48856,14.5343,2858,9/14/1999
4.11096,Documentary|Music,2280,0.78489,2859,11/16/1984
3.082,Thriller|Action|Comedy|Crime,1994,4.66447,2860,9/17/1999
3.12395,Drama|Romance,2501,2.77065,2861,9/17/1999
2.58131,Drama|History|Romance,1070,6.2472,2862,8/14/1979
3.82961,Comedy|Music,4481,5.51789,2863,7/6/1964
3.10452,Comedy,177,0.42025,2864,1/29/1999
2.98993,Comedy,149,0.00148,2865,9/17/1999
3.60401,Drama,1447,0.07061,2866,5/18/1978
3.32592,Horror|Thriller|Comedy,2091,2.40789,2867,8/2/1985
2.36574,Comedy|Horror,432,3.21324,2868,12/7/1988
3.57537,Comedy|Romance,1340,1.10937,2870,5/25/1967
3.78297,Drama|Adventure|Thriller,9388,10.1165,2871,7/30/1972
3.55752,Adventure,7267,4.18046,2872,4/10/1981
2.97059,Drama|Mystery|Romance|Thriller,221,0.00752,2873,9/6/1998
3.36596,Comedy|Music,470,0.00372,2874,8/29/1957
3.0919,Drama|Thriller|Mystery|Romance,2111,3.7937,2875,2/5/1993
3.44819,Adventure|Action|Thriller,4237,8.85596,2989,6/23/1981
3.21117,Adventure|Action|Thriller,4546,20.7613,2990,8/3/1989
3.49476,Adventure|Action|Thriller,5344,9.52561,2991,7/5/1973
2.31643,Horror,207,0.63952,2992,10/1/1986
3.60894,Adventure|Action|Thriller,4562,14.724,2993,12/28/1965
2.55773,Horror|Mystery|Thriller,3196,2.90022,2995,10/27/1999
3.39044,Drama,826,0.81432,2996,10/29/1999
3.9495,Fantasy|Drama|Comedy,28553,7.93327,2997,9/30/1999
4.09864,Adventure|Fantasy|Animation,10143,15.449,3000,7/12/1997
3.81984,Documentary,383,0.0104,3002,10/7/1999
3.4116,Comedy|War,181,0.33569,3003,9/16/1998
2.53696,Romance|Comedy,1772,0.9574,3004,11/5/1999
3.30206,Drama|Mystery|Thriller|Crime,7376,6.82323,3005,11/5/1999
3.9081,Drama|Thriller,9755,6.2608,3006,10/28/1999
3.90632,Documentary,2135,0.00383,3007,11/5/1999
3.77254,Drama|ScienceFiction,732,0.00145,3008,10/23/1998
3.49713,Drama,349,0.12115,3010,5/23/1999
3.67102,Drama,1111,1.57944,3011,12/10/1969
2.88,Horror|ScienceFiction|Comedy,475,2.25243,3013,10/1/1989
2.81445,Action|Comedy,256,0.00001,3014,5/22/1981
3.3258,Thriller|Mystery|Drama,1062,3.25095,3015,1/6/1978
3.18619,Horror|Comedy|Fantasy,2809,3.41949,3016,11/12/1982
2.6813,Horror,706,2.45177,3017,5/1/1987
3.47448,Horror|ScienceFiction|Comedy,2057,2.99803,3018,10/18/1985
3.85559,Crime|Drama,3902,1.16814,3019,10/6/1989
3.58776,Crime|Drama|Thriller,6871,8.69786,3020,2/26/1993
2.55649,Horror,239,1.17023,3021,3/13/1981
4.1411,Adventure|Drama|Action|Comedy|Romance|War,2314,5.51458,3022,1/17/1927
2.2947,Horror,1018,2.37271,3024,8/3/1978
3.63267,Comedy|Drama|Romance,961,1.41543,3028,3/7/1967
3.06886,Action|Crime|Thriller,835,1.43325,3029,3/17/1981
4.19773,Action|Drama|Thriller,3697,3.71231,3030,4/25/1961
2.25916,Comedy|Horror,355,2.58605,3031,9/14/1990
3.42903,Thriller|ScienceFiction|Action,1705,1.4712,3032,8/1/1971
3.39858,Comedy|ScienceFiction,12202,13.3786,3033,6/24/1987
3.67609,Animation|Family,4952,13.1711,3034,11/8/1973
4.05062,Comedy|Drama|Family|War,2598,0.24017,3035,7/13/1955
3.26612,Adventure|Drama|Action,1163,3.45247,3036,12/15/1981
3.97298,Action|Comedy|Drama|Western,4163,3.40599,3037,12/14/1970
4.04254,Drama,623,1.40089,3038,10/17/1957
3.72128,Comedy|Drama,10037,3.91279,3039,6/7/1983
3.16746,Comedy,2093,2.04095,3040,6/28/1979
1.79536,Comedy,496,0.00614,3041,7/27/1984
1.59762,Comedy,420,0.71244,3042,10/26/1986
1.70378,Comedy,238,0.0134,3043,3/6/1992
3.75064,Mystery,3926,0.63288,3044,8/23/1991
3.22657,Comedy|Drama,843,1.14805,3045,11/13/1992
3.43089,Comedy|Drama|Romance,615,0.00246,3046,6/16/1995
2.51304,Comedy,345,0.00518,3048,7/31/1981
3.11765,Comedy|War,238,0.20474,3049,10/23/1967
2.67803,Drama|Thriller,132,0.04658,3050,11/4/1999
3.02934,Drama|Comedy|Romance,1278,2.13916,3051,11/12/1999
3.61111,Fantasy|Comedy|Adventure,16889,5.15604,3052,11/12/1999
3.06487,Adventure|Drama|Action|History|War,2790,7.32457,3053,10/27/1999
2.12423,Animation,1634,5.90861,3054,7/18/1998
3.46434,Drama,631,0.92021,3055,11/24/1999
2.95565,Mystery|Thriller|Crime|Drama,124,0.71683,3056,11/12/1999
3.76091,Drama|Music,5544,2.65783,3060,8/14/1991
3.83959,Comedy|Drama|Music|Romance,1705,0.31747,3061,8/4/1942
3.90137,Action|Drama|History|War,2910,6.4475,3062,9/25/1962
2.61047,Thriller,1204,4.07275,3063,5/8/1992
2.17759,Thriller|Romance,473,4.21647,3064,1/1/1997
3.66871,Action|Drama|Adventure|War,2039,4.38466,3066,9/23/1970
3.8936,Comedy|Drama,2970,2.41596,3067,3/14/1988
3.86791,Drama,2449,3.29946,3068,12/8/1982
3.65587,Drama,247,0.04015,3069,12/20/1972
3.36361,Comedy|ScienceFiction,3853,1.55445,3070,8/15/1984
3.73859,Drama,2674,0.15087,3071,3/11/1988
3.62891,Comedy|Drama|Romance,9340,6.74598,3072,12/18/1987
3.34551,Romance,178,0.00446,3073,6/23/1965
3.7655,Action|Drama|Western,1484,2.4808,3074,9/10/1972
3.87275,Drama|Horror|Thriller,1167,3.22026,3075,6/1/1965
3.5675,Comedy|Romance,637,2.03709,3076,6/5/1963
4.04948,Documentary|Foreign,1162,0.00166,3077,11/17/1999
3.52589,Drama,811,0.20194,3078,11/17/1999
3.77314,Drama|Romance,1437,2.89672,3079,11/12/1999
3.54369,Drama|Fantasy|Thriller|Mystery,13767,11.7259,3081,11/18/1999
3.20589,Adventure|Action|Thriller,9476,13.6355,3082,11/21/1999
4.00617,Comedy|Drama,4620,4.27032,3083,4/19/1999
3.57684,Comedy,462,1.20217,3086,12/14/1934
3.45801,Fantasy|Comedy|Drama,5894,5.3525,3087,11/22/1988
4.00931,Comedy|Drama,3597,3.005,3088,10/13/1950
4.12964,Drama,3367,5.44805,3089,11/24/1948
4.06667,Drama,1155,0.00044,3090,8/28/1987
4.05426,Action|Drama|History|War,1373,1.55811,3091,4/26/1980
3.58865,Drama|Action|History|Foreign,141,0.01726,3092,11/3/1962
3.81129,Western,1452,0.95121,3093,6/24/1971
3.7709,Drama|Romance,670,0.0882,3094,9/18/1987
3.99302,Drama,3869,3.35945,3095,3/15/1940
3.91729,Comedy,665,0.00143,3096,10/11/1957
3.99822,Comedy|Romance,1682,1.47872,3097,1/11/1940
3.79372,Drama,5318,0.35371,3098,5/11/1984
3.24325,Comedy|Drama|Romance,1408,0.93149,3099,3/13/1975
3.68161,Drama,6302,4.37975,3100,10/9/1992
3.43447,Drama|Romance|Thriller,13207,8.66518,3101,9/11/1987
3.59558,Drama|Thriller|Crime|Mystery|Romance,1517,0.88055,3102,10/4/1985
3.07952,Drama|Romance,415,0.73617,3103,2/9/1990
3.80534,Action|Comedy|Thriller|Crime|Mystery,5566,13.6899,3104,7/20/1988
3.74909,Drama,7385,4.36473,3105,12/12/1990
3.29126,Drama|Romance|History,103,0.16967,3106,12/23/1990
3.30132,Adventure,8891,7.48172,3107,5/24/1991
3.59914,Drama|Comedy,8357,8.00523,3108,9/20/1991
3.11765,Drama,357,3.99423,3109,12/1/1984
3.32701,Drama,211,0.00202,3110,9/29/1984
3.75038,Drama|Family,1308,0.58284,3111,6/1/1984
3.44054,Drama,370,0.97782,3112,9/12/1986
2.67849,Action|Fantasy|Horror|Mystery,5880,5.37336,3113,11/23/1999
3.83344,Animation|Comedy|Family,24405,18.3915,3114,11/24/1999
3.22015,Comedy|Drama,670,0.89568,3115,11/26/1999
3.29735,Drama|War|Romance|Western,565,1.14906,3117,11/24/1999
3.45026,Comedy|Drama,392,0.00223,3118,11/28/1999
2.94756,Comedy,963,3.281,3120,12/4/1992
3.42547,Crime|Drama|Mystery|Thriller,161,0.01115,3121,3/30/1953
3.21382,Action|Western,152,0.13125,3122,12/13/1940
3.19032,Drama,155,0.00176,3124,11/8/1999
3.60387,Drama|Romance|Foreign,1266,2.48346,3125,12/3/1999
2.97761,Drama|Comedy,603,0.67694,3127,9/4/1999
3.25563,Drama,311,0.01986,3128,9/13/1999
3.6778,Comedy|Drama,1797,0.96622,3129,12/3/1999
2.44613,Comedy|Drama,1123,3.51205,3130,12/21/1990
3.47866,Drama|Comedy,164,0.00165,3132,5/11/1919
3.61875,Drama|Comedy|Western,240,0.03159,3133,11/1/1925
4.13985,Drama|History|War,1641,2.33472,3134,6/4/1937
3.84704,Drama,1520,0.10913,3135,10/26/1979
3.25564,War|Action|Thriller,133,0.02165,3137,7/3/1980
3.21311,Drama|Romance,366,0.01232,3138,8/26/1988
2.90385,Action|Adventure,130,0.0015,3139,8/11/1933
3.57018,Drama|Comedy,114,0.64666,3140,9/24/1923
2.98474,Crime|Drama|Mystery,557,2.2142,3141,8/10/1990
3.41573,Documentary|Music,1157,0.00408,3142,11/4/1988
3.49265,War,204,0.09255,3143,12/19/1968
3.08721,Comedy|Romance,258,1.08918,3144,9/2/1966
3.30798,Drama,1190,1.6223,3145,12/10/1999
2.62775,Comedy,3777,3.86348,3146,12/10/1999
3.99004,Fantasy|Drama|Crime,22687,16.4133,3147,12/10/1999
3.69184,Drama|Romance,7871,4.556,3148,12/17/1999
3.59036,Drama,332,0.72185,3150,6/11/1999
3.9887,Drama,2831,1.74423,3152,10/3/1971
3.59938,Action|Adventure|Family|Fantasy,1605,1.66247,3153,12/23/1958
3.41345,Drama|History|Romance,3911,1.64882,3155,12/16/1999
3.05273,ScienceFiction,3992,5.08685,3156,12/17/1999
2.90255,Fantasy,5418,9.65662,3157,12/17/1999
3.6178,Drama|Foreign|History,382,2.88396,3158,10/8/1998
3.51743,Music|Animation|Family|Fantasy,4561,5.21267,3159,12/31/1999
3.85238,Drama,12285,10.2003,3160,12/8/1999
3.36294,Drama|Romance|Foreign,197,0.05851,3161,12/22/1999
3.66372,Comedy|Drama|Music,1585,1.53469,3163,9/3/1999
2.568,Action|Adventure|Crime|Thriller,375,1.27302,3165,4/16/1993
3.5489,Drama,1135,0.11078,3167,10/21/1971
3.70919,Action|Adventure|Crime|Drama,5703,8.1901,3168,5/7/1969
3.55979,Thriller|Drama|Crime,1773,1.32991,3169,1/25/1985
3.81389,Romance|Drama,180,0.78221,3171,1/22/1959
3.19758,Drama,4545,7.63609,3173,12/16/1999
3.51805,Comedy|Drama|Romance,8530,2.65332,3174,12/22/1999
3.58245,ScienceFiction|Comedy|Family,14766,6.27838,3175,12/23/1999
3.48171,Crime|Drama|Thriller|Adventure,14711,4.46278,3176,12/12/1999
2.85805,Comedy,1342,3.78577,3177,1/12/2000
3.73754,Drama,5058,2.31366,3178,9/17/1999
3.50827,Drama,1632,2.14434,3179,12/25/1999
2.45067,Comedy|Drama,375,0.62514,3180,12/25/1999
3.64145,Drama|History|Thriller,1375,0.6421,3181,12/25/1999
3.90208,Documentary,960,0.00318,3182,12/29/1999
3.46667,Drama,210,0.60969,3183,9/13/1999
3.34389,Drama|Romance,2162,1.14714,3185,12/22/1999
3.57032,Drama,5134,9.45294,3186,12/21/1999
3.67737,Documentary|Family,327,0.00145,3188,1/12/2000
3.51549,Comedy|Drama|Family,1905,0.27915,3189,1/14/2000
2.30209,ScienceFiction,1051,3.51679,3190,1/14/2000
3.68092,,152,0.00145,3192,9/12/1998
3.46737,Drama|Romance,1241,2.67172,3194,10/17/1973
4.10072,Comedy|Drama|War,2919,3.9018,3196,5/29/1953
3.13243,Action|Adventure|Crime|Drama|Mystery|Thriller,1261,2.36696,3197,6/10/1988
3.97069,Crime|Drama,4657,5.6875,3198,12/16/1973
3.38372,Comedy|Music|Romance,301,0.00837,3199,10/25/1957
3.88567,Comedy|Drama,1172,0.40533,3200,12/11/1973
3.90768,Drama,2188,0.69841,3201,9/12/1970
3.6145,Comedy|Drama|Foreign|Horror,131,0.00005,3202,5/15/1970
3.60443,Thriller|Drama,3366,5.82992,3203,4/7/1989
3.54827,Drama|Thriller|ScienceFiction,1419,1.20427,3204,10/5/1978
3.39005,Horror,191,0.93405,3205,8/11/1960
3.00126,Action|Adventure|Crime|Drama|Mystery|Romance|Thriller,793,2.25762,3206,3/2/1984
2.75513,Comedy,1901,1.53744,3208,2/4/1993
3.64648,Comedy,8960,7.74921,3210,8/13/1982
3.4443,Drama|Foreign,377,1.93435,3211,11/11/1988
3.4762,Animation|Action|Adventure|Family,1891,2.68098,3213,12/25/1993
3.33726,Drama,424,1.29794,3214,8/16/1985
2.91597,Horror,119,3.99571,3216,7/15/1971
3.52278,Drama,461,1.12377,3217,4/27/1937
3.15116,Drama|Horror|ScienceFiction,172,0.15188,3218,4/5/1991
3.23222,Crime|Thriller,2390,2.04158,3219,9/28/1990
3.62654,Drama|Mystery|Romance,407,1.11762,3221,10/2/1982
3.67456,Drama,169,0.00002,3222,3/14/1984
3.56988,Comedy|Drama,322,0.02407,3223,1/1/1985
3.9947,Thriller|Drama,660,0.12694,3224,2/15/1964
2.67391,Comedy|Drama|Family|Romance,943,2.8973,3225,1/21/2000
3.65222,Drama|Thriller,519,0.35066,3230,10/18/1974
3.85714,Drama|Comedy|Romance,175,0.89741,3232,3/11/1925
3.12154,Action|Adventure|Comedy|Drama,469,0.56433,3235,4/25/1980
2.35069,Drama|Mystery|Thriller,1296,1.99988,3238,11/24/1999
2.29717,Drama|Comedy,212,0.01302,3239,1/28/2000
3.135,Comedy|Foreign,200,0.01115,3240,1/1/1999
3.61676,Comedy,364,0.00225,3241,10/28/1999
2.5775,Comedy|Family,2716,4.01242,3243,5/22/1992
3.62284,Comedy|Romance,1506,0.36431,3244,11/30/1977
3.73824,Drama,170,0.00422,3245,9/6/1964
3.78313,Drama|History,5040,4.33884,3246,11/18/1992
2.97673,Music|Comedy,7908,3.33848,3247,5/28/1992
2.55801,Music|Comedy,2870,3.24702,3248,12/9/1993
3.10359,Drama|Thriller,2756,3.12905,3249,1/10/1992
3.43096,Action|Adventure|Drama|Thriller,2904,3.06644,3250,1/15/1993
3.36566,Crime|Drama|Mystery|Thriller,1392,0.4517,3251,8/21/1985
3.74722,Drama,8084,5.16993,3252,12/23/1992
3.45779,Comedy,13505,6.22706,3253,2/14/1992
2.92976,Comedy,5581,6.64015,3254,12/10/1993
3.48564,Drama|Comedy|Family,11145,3.34361,3255,7/1/1992
3.60322,Drama|Action|Thriller|Crime,9959,4.71521,3256,6/4/1992
2.77879,Thriller|Action|Drama|Music|Romance,6781,4.98757,3257,11/25/1992
2.90049,Fantasy|Comedy,3648,4.9996,3258,7/30/1992
3.28041,Adventure|Drama|Romance|Western,3140,5.13513,3259,5/22/1992
3.7652,Drama|Romance,3026,3.23732,3260,3/13/1992
3.43488,Comedy|Drama|Music|Romance,2841,3.59545,3261,9/18/1992
3.48173,Drama|Mystery,2354,5.0912,3262,5/1/1992
3.12333,Comedy|Drama,6284,4.30974,3263,3/26/1992
2.91446,Action|Comedy|Horror,5331,2.21901,3264,7/24/1992
3.96863,Action|Thriller|Crime,2853,3.37489,3265,4/16/1992
3.75743,Action|Crime,1548,1.29607,3266,5/1/1992
3.62414,Action|Crime|Thriller,4805,4.7233,3267,9/4/1992
1.78523,Action|Comedy,1930,1.8125,3268,2/21/1992
3.07255,Adventure|Fantasy|Drama|ScienceFiction|Romance,3184,6.35267,3269,12/16/1992
3.36022,Comedy|Drama|Romance,1531,1.35867,3270,3/27/1992
3.69101,Drama,3903,4.88031,3271,10/2/1992
3.30743,Crime|Drama,1332,3.89295,3272,9/16/1992
2.44669,Horror|Mystery,6922,12.5071,3273,2/3/2000
3.06762,Thriller,2869,2.36373,3274,8/14/1992
3.94377,Action|Thriller|Crime,8430,7.2508,3275,1/22/1999
2.92904,Action|Comedy|Romance|Thriller,303,1.69381,3276,2/4/2000
3.6596,Documentary,354,0.00216,3281,9/23/1998
3.51389,Comedy|Foreign,108,0.00338,3282,10/1/1996
3.61475,Comedy|Mystery|Thriller,244,0.00006,3284,6/9/1971
3.01956,Drama|Adventure|Romance|Thriller,5853,3.6582,3285,2/11/2000
2.2497,Comedy|Family,845,0.52914,3286,2/11/2000
2.91447,Animation|Family,912,5.61133,3287,2/11/2000
3.72682,Comedy|Drama|Foreign,399,0.20402,3289,9/7/1999
3.67593,Drama|Action|Thriller|Crime|Mystery,108,0.87658,3292,2/15/1955
3.79111,Drama,1800,1.44145,3296,6/14/1967
3.49639,Crime|Drama|Thriller,4844,2.53869,3298,2/18/2000
2.33518,Comedy|Drama,901,0.26611,3299,2/16/2000
3.40115,Thriller|ScienceFiction|Action,7623,7.12983,3300,2/18/2000
3.34075,Comedy|Crime,7507,6.09705,3301,2/18/2000
3.41756,Comedy|Drama|Foreign|War,279,0.00177,3302,9/16/1999
3.67732,Drama|Crime,313,0.00091,3304,2/10/1978
3.91216,Drama|Comedy|Romance|Family,370,2.30701,3306,1/6/1928
4.15044,Comedy|Drama|Romance,2722,7.4197,3307,1/30/1931
3.15856,Comedy|Drama|Romance,1192,0.00443,3308,12/21/1984
3.57229,Comedy,166,0.01112,3309,4/14/1918
3.90358,Comedy|Drama,1089,2.34447,3310,1/21/1921
3.68776,Western,237,2.94042,3311,8/31/1955
2.29612,Comedy,103,0.00002,3313,10/29/1982
2.66883,Action|Crime|Drama|Thriller,2464,2.80081,3316,2/25/2000
3.72123,Comedy|Drama,7178,3.56719,3317,2/22/2000
3.28325,Action|Drama|Mystery|Thriller,203,0.00249,3318,3/10/2000
3.16197,Comedy|Drama,142,0.00296,3319,1/1/1999
3.53837,Romance|Comedy|Drama,430,1.65528,3320,3/12/1999
2.70211,Comedy|Crime|Mystery,1091,0.69281,3324,3/3/2000
2.36894,Comedy|Drama,969,3.88958,3325,3/3/2000
2.76113,Comedy|Drama|Romance|ScienceFiction,988,1.75863,3326,3/3/2000
3.55739,Documentary,758,0.00335,3327,10/22/1999
3.73089,Action|Crime|Drama|Thriller,4593,2.44245,3328,9/13/1999
3.79055,Drama|Romance,709,1.08259,3330,10/10/1961
2.32995,Comedy|Drama|Romance,197,0.45333,3331,3/4/1983
4.01055,Drama|Action|Thriller,2892,3.61649,3334,7/16/1948
3.97407,Documentary,270,0.00003,3338,1/1/1989
3.71151,Drama|Action|History|War,643,4.02578,3339,1/29/1977
2.60381,Horror|ScienceFiction,289,0.72626,3340,5/11/1955
3.86528,Comedy|Romance|Drama,965,3.57579,3341,12/25/1950
3.80463,Drama|History,1405,4.69532,3342,12/14/1984
2.40135,Comedy|Drama|Romance,223,0.00018,3343,3/4/1988
2.86242,Horror,149,1.41714,3344,6/6/1963
3.23684,Family|Adventure,114,0.00176,3345,10/18/1967
3.93933,Action|Adventure|Drama,1335,0.75932,3347,1/1/1983
3.28571,Comedy,105,0.00143,3349,7/4/1947
3.87108,Drama|Family,892,0.0068,3350,9/18/1961
2.88288,Horror,111,1.44555,3351,3/20/1964
2.66201,ScienceFiction,7373,5.20217,3354,3/10/2000
3.19464,Horror|Mystery|Thriller,3635,10.3041,3355,12/23/1999
3.75328,Drama,533,0.7343,3357,9/1/1999
3.60344,Fantasy|Drama|Comedy,2267,1.45518,3358,3/22/1991
4.01262,Comedy|Drama,3288,0.50238,3359,7/20/1979
3.84528,Drama|Family,5038,2.63995,3360,11/14/1986
3.67144,Comedy|Romance,7825,4.56563,3361,6/15/1988
3.97167,Crime|Drama|Thriller,7502,11.7085,3362,9/21/1975
3.76767,Comedy|Drama,8477,4.23667,3363,8/1/1973
3.89259,Action|Crime|Drama|Thriller,1080,3.18648,3364,5/23/1950
3.98908,Western,2198,10.3415,3365,3/13/1956
3.44335,War|Action,203,1.99442,3367,5/15/1968
3.76381,Drama|Romance|Western,362,0.84309,3368,10/1/1958
3.31193,Drama|Thriller|Romance,327,0.31673,3370,8/26/1988
3.61297,Drama,239,0.00014,3371,12/5/1976
3.41667,Action|History|War,348,2.98311,3372,6/26/1969
3.22749,ScienceFiction,211,0.00483,3375,6/26/1950
3.78756,Drama|Action|Romance,579,0.56907,3379,12/16/1959
3.79879,Action|Adventure|Crime|Thriller,1742,0.43688,3384,10/2/1974
2.60736,Comedy,652,0.85128,3385,8/16/1985
3.65004,Drama|Thriller|History,8468,9.14208,3386,12/20/1991
2.72052,Comedy|Crime|Mystery,1111,0.96452,3387,2/3/1989
2.68066,Comedy|Drama|Family|Fantasy,2037,3.1717,3388,6/5/1987
2.49231,Action|Adventure,130,0.3375,3389,1/1/1986
1.54832,Action|Comedy|Romance,238,0.00415,3390,8/29/1986
2.21368,Comedy|Thriller|Music|Romance,709,1.63703,3391,8/7/1987
2.19755,Comedy,1063,2.23465,3392,12/8/1989
2.34821,Comedy|Fantasy|Romance|ScienceFiction,224,0.28972,3393,11/20/1987
2.64762,Comedy|Romance,1199,4.29387,3394,3/27/1987
2.63603,Action|Comedy|Romance,272,0.1941,3395,8/7/1987
3.61224,Adventure|Comedy|Family,7836,6.32999,3396,5/31/1979
3.61033,Crime|Family|Comedy,2479,0.88355,3397,6/26/1981
3.45196,Romance|Comedy|Family,2550,3.86063,3398,7/13/1984
3.05398,Animation|Adventure|Comedy|Family|Music,565,0.47981,3399,8/2/1985
2.67708,Animation|ScienceFiction|Family,288,2.27354,3400,11/24/1993
2.22591,Adventure|Fantasy|Action|ScienceFiction|Family,602,0.5,3401,3/22/1985
3.45113,,133,0,3402,9/10/1985
2.56938,Action|Drama|Thriller,209,1.60928,3403,8/1/1980
3.3392,Drama|Action|Romance,2158,2.11202,3404,4/11/1953
3.8318,Drama|Action|History,761,1.04409,3405,7/1/1958
3.69595,Action|Adventure,444,0.37176,3406,5/21/1951
3.59386,Drama,16950,6.40531,3408,3/13/2000
3.11846,Horror,5618,16.2801,3409,3/16/2000
3.45164,Adventure|Drama|Family,1034,4.75126,3412,10/21/1988
3.31727,Drama|Romance,249,1.66638,3414,8/18/1955
3.99623,Drama|History,531,3.06849,3415,3/7/1975
3.61818,Action|Adventure|Comedy,385,0.95744,3417,9/27/1952
3.58197,Drama|Thriller|Crime|Adventure,13286,9.5342,3418,5/24/1991
3.61833,Crime|Drama|Mystery|Thriller,1200,0.77987,3420,10/19/1979
3.80592,Comedy,12121,2.64637,3421,7/28/1978
3.41511,Comedy|Romance,966,0.01121,3422,8/8/1986
