rate_ave,genres,revenue,rate_cnt,popularity,mid,crew,releasedate,cast,studio,budget,title,runtime
3.61999,"[""Drama""]",0,2967,1.48675,26,"[{""job"": ""Director"", ""name"": ""Oliver Parker""}, {""job"": ""Writer"", ""name"": ""William Shakespeare""}, {""job"": ""Adaptation"", ""name"": ""Oliver Parker""}]",12/15/1995,"[{""character"": ""Othello"", ""name"": ""Laurence Fishburne""}, {""character"": ""Desdemona"", ""name"": ""Ir\u00e8ne Jacob""}, {""character"": ""Iago"", ""name"": ""Kenneth Branagh""}, {""character"": ""Cassio"", ""name"": ""Nathaniel Parker""}, {""character"": ""Bianca"", ""name"": ""Indra Ov\u00e9""}, {""character"": ""Roderigo"", ""name"": ""Michael Maloney""}, {""character"": ""Emilia"", ""name"": ""Anna Patrick""}, {""character"": ""Montano"", ""name"": ""Nicholas Farrell""}, {""character"": ""Lodovico"", ""name"": ""Michael Sheen""}]","[""Columbia Pictures"", ""Castle Rock Entertainment""]",0,Othello,123
3.42967,"[""Comedy"", ""Drama"", ""Family""]",27400000,1763,0.97539,27,"[{""job"": ""Director"", ""name"": ""Leslie Linka Glatter""}, {""job"": ""Screenplay"", ""name"": ""I. Marlene King""}, {""job"": ""Producer"", ""name"": ""Demi Moore""}, {""job"": ""Executive Producer"", ""name"": ""Jennifer Todd""}, {""job"": ""Producer"", ""name"": ""Suzanne Todd""}, {""job"": ""Original Music Composer"", ""name"": ""Cliff Eidelman""}, {""job"": ""Director of Photography"", ""name"": ""Ueli Steiger""}, {""job"": ""Editor"", ""name"": ""Jacqueline Cambas""}]",10/20/1995,"[{""character"": ""Young Roberta Martin"", ""name"": ""Christina Ricci""}, {""character"": ""Dr. Roberta Martin"", ""name"": ""Rosie O'Donnell""}, {""character"": ""Teeny"", ""name"": ""Thora Birch""}, {""character"": ""Tina 'Teeny' Tercell"", ""name"": ""Melanie Griffith""}, {""character"": ""Young Samantha Albertson"", ""name"": ""Gaby Hoffmann""}, {""character"": ""Samantha Albertson"", ""name"": ""Demi Moore""}, {""character"": ""Young Chrissy DeWitt"", ""name"": ""Ashleigh Aston Moore""}, {""character"": ""Chrissy DeWitt Williams"", ""name"": ""Rita Wilson""}, {""character"": ""Crazy Pete"", ""name"": ""Walter Sparrow""}, {""character"": ""Scott Wormer"", ""name"": ""Devon Sawa""}, {""character"": ""Grandma Albertson"", ""name"": ""Cloris Leachman""}]","[""New Line Cinema""]",12000000,Now and Then,100
4.05369,"[""Drama"", ""Romance""]",0,3297,0.70503,28,"[{""job"": ""Director"", ""name"": ""Roger Michell""}, {""job"": ""Novel"", ""name"": ""Jane Austen""}, {""job"": ""Screenplay"", ""name"": ""Nick Dear""}]",9/27/1995,"[{""character"": ""Anne Elliott"", ""name"": ""Amanda Root""}, {""character"": ""Captain Frederick Wentworth"", ""name"": ""Ciar\u00e1n Hinds""}, {""character"": ""Lady Russell"", ""name"": ""Susan Fleetwood""}, {""character"": ""Mrs. Croft"", ""name"": ""Fiona Shaw""}, {""character"": ""Admiral Croft"", ""name"": ""John Woodvine""}, {""character"": ""Elizabeth Elliot"", ""name"": ""Phoebe Nicholls""}, {""character"": ""Mr. Elliot"", ""name"": ""Samuel West""}, {""character"": ""Mary Musgrave"", ""name"": ""Sophie Thompson""}, {""character"": ""Mrs. Musgrove"", ""name"": ""Judy Cornwell""}, {""character"": ""Charles Musgrove"", ""name"": ""Simon Russell Beale""}, {""character"": ""Mrs. Clay"", ""name"": ""Felicity Dean""}]","[""BBC Films""]",0,Persuasion,104
3.92633,"[""Fantasy"", ""Science Fiction"", ""Adventure""]",1738611,9420,6.19917,29,"[{""job"": ""Director"", ""name"": ""Jean-Pierre Jeunet""}, {""job"": ""Screenplay"", ""name"": ""Jean-Pierre Jeunet""}, {""job"": ""Producer"", ""name"": ""F\u00e9licie Dutertre""}, {""job"": ""Producer"", ""name"": ""Mar\u00eda Victoria Hebrero""}, {""job"": ""Producer"", ""name"": ""Jos\u00e9 Luis Lopez""}, {""job"": ""Producer"", ""name"": ""Arlette Mas""}, {""job"": ""Producer"", ""name"": ""Claudie Ossard""}, {""job"": ""Producer"", ""name"": ""Fran\u00e7ois Rabes""}, {""job"": ""Original Music Composer"", ""name"": ""Angelo Badalamenti""}, {""job"": ""Director of Photography"", ""name"": ""Darius Khondji""}, {""job"": ""Editor"", ""name"": ""Herv\u00e9 Schneid""}, {""job"": ""Casting"", ""name"": ""Pierre-Jacques B\u00e9nichou""}, {""job"": ""Set Decoration"", ""name"": ""Jean Rabasse""}, {""job"": ""Set Decoration"", ""name"": ""Aline Bonetto""}, {""job"": ""Costume Design"", ""name"": ""Jean Paul Gaultier""}, {""job"": ""Set Decoration"", ""name"": ""Georges Mougine""}, {""job"": ""Set Decoration"", ""name"": ""Denis Ozenne""}, {""job"": ""Screenplay"", ""name"": ""Marc Caro""}, {""job"": ""Production Design"", ""name"": ""Marc Caro""}, {""job"": ""Director"", ""name"": ""Marc Caro""}, {""job"": ""Screenplay"", ""name"": ""Gilles Adrien""}]",5/16/1995,"[{""character"": ""One"", ""name"": ""Ron Perlman""}, {""character"": ""Scaphandrier / Les Clones"", ""name"": ""Dominique Pinon""}, {""character"": ""Miette"", ""name"": ""Judith Vittet""}, {""character"": ""Krank"", ""name"": ""Daniel Emilfork""}, {""character"": ""Marcello"", ""name"": ""Jean-Claude Dreyfus""}, {""character"": ""la Pieuvre"", ""name"": ""Genevi\u00e8ve Brunet""}, {""character"": ""la Pieuvre"", ""name"": ""Odile Mallet""}, {""character"": ""Mademoiselle Bismuth"", ""name"": ""Mireille Moss\u00e9""}, {""character"": ""Gabriel Marie"", ""name"": ""Serge Merlin""}, {""character"": ""Peeler"", ""name"": ""Rufus""}, {""character"": ""Ex-acrobat"", ""name"": ""Ticky Holgado""}]","[""Constellation Productions"", ""Claudie Ossard Productions""]",18000000,The City of Lost Children,108
3.6435,"[""Drama"", ""Crime""]",0,1338,0.73415,30,"[{""job"": ""Cinematography"", ""name"": ""L\u00fc Yue""}, {""job"": ""Director"", ""name"": ""Zhang Yimou""}, {""job"": ""Writer"", ""name"": ""Bi Feiyu""}, {""job"": ""Novel"", ""name"": ""Li Xiao""}]",4/30/1995,"[{""character"": ""Xiao Jingbao"", ""name"": ""Gong Li""}, {""character"": ""Tang, the Gang Boss"", ""name"": ""Li Bao-Tian""}, {""character"": ""Shuisheng, the boy"", ""name"": ""Wang Xiaoxiao""}, {""character"": ""Liu, 6th Uncle"", ""name"": ""Li Xuejian""}, {""character"": ""Song, Tang's No. 2"", ""name"": ""Chun Sung""}, {""character"": ""Zheng, Tang's No.3"", ""name"": ""Fu Biao""}]","[""Minist\u00e8re des Affaires \u00c9trang\u00e8res"", ""Alpha Films"", ""La Sept Cin\u00e9ma""]",0,Shanghai Triad,108
3.24375,"[""Drama"", ""Crime""]",180000000,11120,2.15725,31,"[{""job"": ""Director"", ""name"": ""John N. Smith""}, {""job"": ""Screenplay"", ""name"": ""Ronald Bass""}, {""job"": ""Screenplay"", ""name"": ""LouAnne Johnson""}, {""job"": ""Producer"", ""name"": ""Don Simpson""}, {""job"": ""Producer"", ""name"": ""Jerry Bruckheimer""}, {""job"": ""Executive Producer"", ""name"": ""Lucas Foster""}, {""job"": ""Executive Producer"", ""name"": ""Kate Guinzburg""}, {""job"": ""Executive Producer"", ""name"": ""Sandra Rabins""}, {""job"": ""Music"", ""name"": ""Wendy Melvoin""}, {""job"": ""Music"", ""name"": ""Lisa Coleman""}, {""job"": ""Editor"", ""name"": ""Tom Rolf""}, {""job"": ""Director of Photography"", ""name"": ""Pierre Letarte""}]",8/11/1995,"[{""character"": ""Louanne Johnson"", ""name"": ""Michelle Pfeiffer""}, {""character"": ""Hal Griffith"", ""name"": ""George Dzundza""}, {""character"": ""George Grandey"", ""name"": ""Courtney B. Vance""}, {""character"": ""Carla Nichols"", ""name"": ""Robin Bartlett""}, {""character"": ""Waiter"", ""name"": ""John Neville""}, {""character"": ""Mary Benton"", ""name"": ""Beatrice Winde""}, {""character"": ""Irene Roberts"", ""name"": ""Lorraine Toussaint""}, {""character"": ""Raul Sanchero"", ""name"": ""Renoly Santiago""}, {""character"": ""Emilio Ramirez"", ""name"": ""Wade Dominguez""}, {""character"": ""Callie Roberts"", ""name"": ""Bruklin Harris""}, {""character"": ""Cornelius Bates"", ""name"": ""Mercello Thedford""}]","[""Hollywood Pictures"", ""Via Rosa Productions"", ""Don Simpson/Jerry Bruckheimer Films""]",0,Dangerous Minds,99
3.88237,"[""Science Fiction"", ""Thriller"", ""Mystery""]",168840000,48803,15.8375,32,"[{""job"": ""Director"", ""name"": ""Terry Gilliam""}, {""job"": ""Screenplay"", ""name"": ""David Webb Peoples""}, {""job"": ""Screenplay"", ""name"": ""Janet Peoples""}, {""job"": ""Producer"", ""name"": ""Charles Roven""}, {""job"": ""Executive Producer"", ""name"": ""Robert Cavallo""}, {""job"": ""Executive Producer"", ""name"": ""Gary Levinsohn""}, {""job"": ""Executive Producer"", ""name"": ""Robert Kosberg""}, {""job"": ""Director of Photography"", ""name"": ""Roger Pratt""}, {""job"": ""Editor"", ""name"": ""Mick Audsley""}, {""job"": ""Sound Editor"", ""name"": ""Imogen Pollard""}, {""job"": ""Music Editor"", ""name"": ""Robin Clarke""}, {""job"": ""Sound mixer"", ""name"": ""Jay Meagher""}, {""job"": ""Original Music Composer"", ""name"": ""Paul Buckmaster""}, {""job"": ""Set Decoration"", ""name"": ""Crispian Sallis""}, {""job"": ""Production Design"", ""name"": ""Jeffrey Beecroft""}, {""job"": ""Art Direction"", ""name"": ""William Ladd Skinner""}, {""job"": ""Casting"", ""name"": ""Margery Simkin""}, {""job"": ""Costume Design"", ""name"": ""Julie Weiss""}, {""job"": ""Associate Producer"", ""name"": ""Mark Egerton""}, {""job"": ""Co-Producer"", ""name"": ""Lloyd Phillips""}, {""job"": ""Associate Producer"", ""name"": ""Kelley Smith-Wait""}]",12/27/1995,"[{""character"": ""James Cole"", ""name"": ""Bruce Willis""}, {""character"": ""Dr. Kathryn Railly"", ""name"": ""Madeleine Stowe""}, {""character"": ""Jeffrey Goines"", ""name"": ""Brad Pitt""}, {""character"": ""Dr. Goines"", ""name"": ""Christopher Plummer""}, {""character"": ""Dr. Peters"", ""name"": ""David Morse""}, {""character"": ""Jose"", ""name"": ""Jon Seda""}, {""character"": ""Dr. Fletcher"", ""name"": ""Frank Gorshin""}, {""character"": ""young Cole"", ""name"": ""Joseph Melito""}, {""character"": ""WWI Sergeant"", ""name"": ""Aaron Michael Lacey""}, {""character"": ""Lt. Halperin"", ""name"": ""Christopher Meloni""}, {""character"": ""Det. Franki"", ""name"": ""Joey Perillo""}]","[""Universal Pictures"", ""Atlas Entertainment"", ""Classico""]",29500000,Twelve Monkeys,129
3.64696,"[""Fantasy"", ""Drama"", ""Comedy"", ""Family""]",254134910,33366,11.5558,34,"[{""job"": ""Director"", ""name"": ""Chris Noonan""}, {""job"": ""Novel"", ""name"": ""Dick King-Smith""}, {""job"": ""Screenplay"", ""name"": ""George Miller""}, {""job"": ""Screenplay"", ""name"": ""Chris Noonan""}, {""job"": ""Producer"", ""name"": ""Bill Miller""}, {""job"": ""Producer"", ""name"": ""George Miller""}, {""job"": ""Producer"", ""name"": ""Doug Mitchell""}, {""job"": ""Original Music Composer"", ""name"": ""Nigel Westlake""}, {""job"": ""Director of Photography"", ""name"": ""Andrew Lesnie""}, {""job"": ""Editor"", ""name"": ""Marcus D'Arcy""}, {""job"": ""Editor"", ""name"": ""Jay Friedkin""}]",8/3/1995,"[{""character"": ""Babe the Gallant Pig (voice)"", ""name"": ""Christine Cavanaugh""}, {""character"": ""Fly the Female Sheepdog (voice)"", ""name"": ""Miriam Margolyes""}, {""character"": ""Ferdinand the Duck (voice)"", ""name"": ""Danny Mann""}, {""character"": ""Rex the Male Sheepdog (voice)"", ""name"": ""Hugo Weaving""}, {""character"": ""Maa the Very Old Ewe (voice)"", ""name"": ""Miriam Flynn""}, {""character"": ""Farmer Arthur Hoggett"", ""name"": ""James Cromwell""}, {""character"": ""Dutchess the Cat (voice)"", ""name"": ""Russi Taylor""}, {""character"": ""Old Ewe (voice)"", ""name"": ""Evelyn Krape""}, {""character"": ""Horse (voice)"", ""name"": ""Michael Edward-Stevens""}, {""character"": ""Cow (voice)"", ""name"": ""Charles Bartlett""}, {""character"": ""Rooster (voice)"", ""name"": ""Paul Livingston""}]","[""Universal Pictures"", ""Kennedy Miller Productions""]",30000000,Babe,89
3.50581,"[""History"", ""Drama"", ""Romance""]",0,1548,1.79352,35,"[{""job"": ""Novel"", ""name"": ""Michael Holroyd""}, {""job"": ""Director"", ""name"": ""Christopher Hampton""}, {""job"": ""Screenplay"", ""name"": ""Christopher Hampton""}]",11/8/1995,"[{""character"": ""Dora Carrington"", ""name"": ""Emma Thompson""}, {""character"": ""Lytton Strachey"", ""name"": ""Jonathan Pryce""}, {""character"": ""Lady Ottoline Morrell"", ""name"": ""Penelope Wilton""}, {""character"": ""Vanessa Bell"", ""name"": ""Janet McTeer""}, {""character"": ""Gerald Brenan"", ""name"": ""Samuel West""}]","[""Cin\u00e9a"", ""Freeway Films"", ""Polygram Filmed Entertainment""]",0,Carrington,121
3.94413,"[""Drama""]",39363635,23009,5.81319,36,"[{""job"": ""Director"", ""name"": ""Tim Robbins""}, {""job"": ""Producer"", ""name"": ""Tim Robbins""}, {""job"": ""Screenplay"", ""name"": ""Helen Prejean""}, {""job"": ""Producer"", ""name"": ""Jon Kilik""}, {""job"": ""Producer"", ""name"": ""Rudd Simmons""}, {""job"": ""Screenplay"", ""name"": ""Tim Robbins""}, {""job"": ""Director of Photography"", ""name"": ""Roger Deakins""}, {""job"": ""Original Music Composer"", ""name"": ""David Robbins""}, {""job"": ""Production Design"", ""name"": ""Renee Ehrlich Kalfus""}, {""job"": ""Production Design"", ""name"": ""Richard Hoover""}, {""job"": ""Executive Producer"", ""name"": ""Eric Fellner""}, {""job"": ""Executive Producer"", ""name"": ""Tim Bevan""}, {""job"": ""Associate Producer"", ""name"": ""Allan F. Nicholls""}, {""job"": ""Associate Producer"", ""name"": ""Mark Seldis""}, {""job"": ""Associate Producer"", ""name"": ""R.A. White""}, {""job"": ""Editor"", ""name"": ""Lisa Zeno Churgin""}, {""job"": ""Editor"", ""name"": ""Ray Hubley""}, {""job"": ""Casting"", ""name"": ""Douglas Aibel""}]",12/29/1995,"[{""character"": ""Sister Helen Prejean"", ""name"": ""Susan Sarandon""}, {""character"": ""Matthew Poncelet"", ""name"": ""Sean Penn""}, {""character"": ""Hilton Barber"", ""name"": ""Robert Prosky""}, {""character"": ""Earl Delacroix"", ""name"": ""Raymond J. Barry""}, {""character"": ""Clyde Percy"", ""name"": ""R. Lee Ermey""}, {""character"": ""Mary Beth Percy"", ""name"": ""Celia Weston""}, {""character"": ""Helen's Mother"", ""name"": ""Lois Smith""}, {""character"": ""Kaplan Farlely"", ""name"": ""Scott Wilson""}, {""character"": ""Lucille Poncelet"", ""name"": ""Roberta Maxwell""}, {""character"": ""Sister Colleen"", ""name"": ""Margo Martindale""}, {""character"": ""Craig Poncelet"", ""name"": ""Jack Black""}]","[""Havoc"", ""PolyGram Filmed Entertainment"", ""Working Title Films""]",11000000,Dead Man Walking,122
2.88211,"[""Comedy"", ""Family"", ""Romance""]",0,598,2.23005,38,"[{""job"": ""Director"", ""name"": ""Andy Tennant""}, {""job"": ""Writer"", ""name"": ""Deborah Dean Davis""}]",11/17/1995,"[{""character"": ""Diane Barrows"", ""name"": ""Kirstie Alley""}, {""character"": ""Roger Callaway"", ""name"": ""Steve Guttenberg""}, {""character"": ""Alyssa Callaway / Amanda Lemmon"", ""name"": ""Ashley Olsen""}, {""character"": ""Amanda Lemmon / Alyssa Callaway"", ""name"": ""Mary-Kate Olsen""}, {""character"": ""Clarice Kensington"", ""name"": ""Jane Sibbett""}, {""character"": ""Vincenzo"", ""name"": ""Philip Bosco""}, {""character"": ""Carmen"", ""name"": ""Michelle Grisom""}, {""character"": ""Frankie"", ""name"": ""Desmond Robertson""}, {""character"": ""Tiny"", ""name"": ""Tiny Mills""}, {""character"": ""Patty"", ""name"": ""Shanelle Henry""}, {""character"": ""Michelle"", ""name"": ""Mich\u00e8le Lonsdale Smith""}]","[""Warner Bros. Pictures"", ""Rysher Entertainment""]",0,It Takes Two,101
3.41403,"[""Drama"", ""Comedy"", ""Romance""]",0,26829,9.82612,39,"[{""job"": ""Director"", ""name"": ""Amy Heckerling""}, {""job"": ""Screenplay"", ""name"": ""Amy Heckerling""}, {""job"": ""Producer"", ""name"": ""Robert Lawrence""}, {""job"": ""Producer"", ""name"": ""Scott Rudin""}, {""job"": ""Music"", ""name"": ""David Kitay""}, {""job"": ""Director of Photography"", ""name"": ""Bill Pope""}, {""job"": ""Editor"", ""name"": ""Debra Chiate""}]",7/19/1995,"[{""character"": ""Cher Horowitz"", ""name"": ""Alicia Silverstone""}, {""character"": ""Dionne"", ""name"": ""Stacey Dash""}, {""character"": ""Tai"", ""name"": ""Brittany Murphy""}, {""character"": ""Josh"", ""name"": ""Paul Rudd""}, {""character"": ""Murray"", ""name"": ""Donald Faison""}, {""character"": ""Amber"", ""name"": ""Elisa Donovan""}, {""character"": ""Travis"", ""name"": ""Breckin Meyer""}, {""character"": ""Elton"", ""name"": ""Jeremy Sisto""}, {""character"": ""Mel Horowitz"", ""name"": ""Dan Hedaya""}, {""character"": ""Mr. Wendell Hall"", ""name"": ""Wallace Shawn""}, {""character"": ""Miss Toby Geist"", ""name"": ""Twink Caplan""}]","[""Paramount Pictures""]",0,Clueless,97
3.65635,"[""Drama""]",676525,937,0.00299,40,"[{""job"": ""Director"", ""name"": ""Darrell James Roodt""}, {""job"": ""Writer"", ""name"": ""Ronald Harwood""}, {""job"": ""Novel"", ""name"": ""Alan Paton""}]",12/15/1995,"[{""character"": ""Rev. Stephen Kumalo"", ""name"": ""James Earl Jones""}, {""character"": ""John Kumalo"", ""name"": ""Charles S. Dutton""}, {""character"": ""Ian Jarvis"", ""name"": ""Jack Robinson""}, {""character"": ""Child"", ""name"": ""Tsholofelo Wechoemang""}, {""character"": ""Ramalao Makhene"", ""name"": ""Ramalao Makhene""}, {""character"": ""James Jarvis"", ""name"": ""Richard Harris""}, {""character"": ""Mrs. Kumalo"", ""name"": ""Dolly Rathebe""}, {""character"": ""Mary Jarvis"", ""name"": ""Jennifer Steyn""}, {""character"": ""Evans"", ""name"": ""Ian Roberts""}, {""character"": ""Clerk of the court"", ""name"": ""David Clatworthy""}]","[""Miramax Films""]",0,"Cry, the Beloved Country",106
3.85524,"[""Drama"", ""War""]",0,4998,1.12873,41,"[{""job"": ""Director"", ""name"": ""Richard Loncraine""}, {""job"": ""Writer"", ""name"": ""Richard Loncraine""}, {""job"": ""Writer"", ""name"": ""Ian McKellen""}, {""job"": ""Theatre Play"", ""name"": ""William Shakespeare""}]",12/29/1995,"[{""character"": ""Richard III"", ""name"": ""Ian McKellen""}, {""character"": ""Elizabeth"", ""name"": ""Annette Bening""}, {""character"": ""The Duke of Buckingham"", ""name"": ""Jim Broadbent""}, {""character"": ""Lady Anne"", ""name"": ""Kristin Scott Thomas""}, {""character"": ""James Tyrrell"", ""name"": ""Adrian Dunbar""}, {""character"": ""Duchess of York"", ""name"": ""Maggie Smith""}, {""character"": ""William Catesby"", ""name"": ""Tim McInnerny""}, {""character"": ""Earl Rivers"", ""name"": ""Robert Downey Jr.""}, {""character"": ""Lord Stanley"", ""name"": ""Edward Hardwicke""}, {""character"": ""The Duke of Clarence"", ""name"": ""Nigel Hawthorne""}, {""character"": ""Lord Hastings"", ""name"": ""Jim Carter""}]","[""British Screen"", ""Mayfair Entertainment International""]",0,Richard III,104
3.05397,"[""Action"", ""Crime"", ""Drama"", ""History""]",0,2529,1.28147,42,"[{""job"": ""Director"", ""name"": ""Albert Hughes""}, {""job"": ""Director"", ""name"": ""Allen Hughes""}, {""job"": ""Screenplay"", ""name"": ""Michael Henry Brown""}, {""job"": ""Producer"", ""name"": ""Albert Hughes""}, {""job"": ""Producer"", ""name"": ""Allen Hughes""}, {""job"": ""Executive Producer"", ""name"": ""Darryl Porter""}, {""job"": ""Original Music Composer"", ""name"": ""Danny Elfman""}, {""job"": ""Director of Photography"", ""name"": ""Lisa Rinzler""}, {""job"": ""Editor"", ""name"": ""Dan Lebental""}]",10/6/1995,"[{""character"": ""Anthony Curtis"", ""name"": ""Larenz Tate""}, {""character"": ""Kirby"", ""name"": ""Keith David""}, {""character"": ""Skip"", ""name"": ""Chris Tucker""}, {""character"": ""Jose"", ""name"": ""Freddy Rodr\u00edguez""}, {""character"": ""Juanita Benson"", ""name"": ""Rose Jackson""}, {""character"": ""Deliah Benson"", ""name"": ""N'Bushe Wright""}]","[""Caravan Pictures"", ""Underworld Entertainment"", ""Hollywood Pictures""]",10000000,Dead Presidents,119
3.47277,"[""Drama"", ""Romance""]",0,2626,1.39854,43,"[{""job"": ""Director"", ""name"": ""Michael Hoffman""}, {""job"": ""Writer"", ""name"": ""Rose Termain""}, {""job"": ""Writer"", ""name"": ""Rupert Walters""}, {""job"": ""Producer"", ""name"": ""Sarah Blackburn""}, {""job"": ""Producer"", ""name"": ""Mark Bentley""}]",12/29/1995,"[{""character"": ""Robert Merivel"", ""name"": ""Robert Downey Jr.""}, {""character"": ""Katharine"", ""name"": ""Meg Ryan""}, {""character"": ""King Charles II"", ""name"": ""Sam Neill""}, {""character"": ""John Pearce"", ""name"": ""David Thewlis""}, {""character"": ""Elias Finn"", ""name"": ""Hugh Grant""}]",[],0,Restoration,117
2.6294,"[""Action"", ""Fantasy""]",122195920,12056,8.9169,44,"[{""job"": ""Director"", ""name"": ""Paul W.S. Anderson""}, {""job"": ""Screenplay"", ""name"": ""Ed Boon""}, {""job"": ""Screenplay"", ""name"": ""John Tobias""}, {""job"": ""Screenplay"", ""name"": ""Kevin Droney""}, {""job"": ""Producer"", ""name"": ""Lauri Apelian""}, {""job"": ""Executive Producer"", ""name"": ""Robert Engelman""}, {""job"": ""Producer"", ""name"": ""Larry Kasanoff""}, {""job"": ""Producer"", ""name"": ""Alison Savitch""}, {""job"": ""Executive Producer"", ""name"": ""Danny Simon""}, {""job"": ""Original Music Composer"", ""name"": ""George S. Clinton""}, {""job"": ""Director of Photography"", ""name"": ""John R. Leonetti""}, {""job"": ""Editor"", ""name"": ""Martin Hunter""}, {""job"": ""Creator"", ""name"": ""Ed Boon""}, {""job"": ""Creator"", ""name"": ""John Tobias""}]",8/18/1995,"[{""character"": ""Lord Rayden"", ""name"": ""Christopher Lambert""}, {""character"": ""Liu Kang"", ""name"": ""Robin Shou""}, {""character"": ""Johnny Cage"", ""name"": ""Linden Ashby""}, {""character"": ""Shang Tsung"", ""name"": ""Cary-Hiroyuki Tagawa""}, {""character"": ""Sonya Blade"", ""name"": ""Bridgette Wilson""}, {""character"": ""Princess Kitana"", ""name"": ""Talisa Soto""}, {""character"": ""Kano"", ""name"": ""Trevor Goddard""}, {""character"": ""Scorpion"", ""name"": ""Chris Casamassa""}, {""character"": ""Sub-Zero"", ""name"": ""Fran\u00e7ois Petit""}, {""character"": ""Reptile"", ""name"": ""Keith Cooke""}, {""character"": ""Scorpion (Voice)"", ""name"": ""Ed Boon""}]","[""New Line Cinema"", ""Threshold Entertainment""]",18000000,Mortal Kombat,101
3.37545,"[""Fantasy"", ""Drama"", ""Comedy"", ""Thriller""]",21284514,9398,2.99974,45,"[{""job"": ""Director"", ""name"": ""Gus Van Sant""}, {""job"": ""Author"", ""name"": ""Joyce Maynard""}, {""job"": ""Screenplay"", ""name"": ""Buck Henry""}, {""job"": ""Producer"", ""name"": ""Laura Ziskin""}, {""job"": ""Executive Producer"", ""name"": ""Jonathan T. Taplin""}, {""job"": ""Producer"", ""name"": ""Leslie Morgan""}, {""job"": ""Producer"", ""name"": ""Sandy Isaac""}, {""job"": ""Original Music Composer"", ""name"": ""Danny Elfman""}, {""job"": ""Director of Photography"", ""name"": ""Eric Alan Edwards""}, {""job"": ""Editor"", ""name"": ""Curtiss Clayton""}, {""job"": ""Casting"", ""name"": ""Deirdre Bowen""}, {""job"": ""Production Design"", ""name"": ""Missy Stewart""}, {""job"": ""Set Decoration"", ""name"": ""Carol Lavoie""}, {""job"": ""Costume Design"", ""name"": ""Beatrix Aruna Pasztor""}, {""job"": ""Casting"", ""name"": ""Howard Feuer""}, {""job"": ""Executive Producer"", ""name"": ""Joseph M. Caracciolo Jr.""}]",9/27/1995,"[{""character"": ""Suzanne Stone Maretto"", ""name"": ""Nicole Kidman""}, {""character"": ""Larry Maretto"", ""name"": ""Matt Dillon""}, {""character"": ""Jimmy Emmett"", ""name"": ""Joaquin Phoenix""}, {""character"": ""Russel Hines"", ""name"": ""Casey Affleck""}, {""character"": ""Janice Maretto"", ""name"": ""Illeana Douglas""}, {""character"": ""Lydia Mertz"", ""name"": ""Alison Folland""}, {""character"": ""Joe Maretto"", ""name"": ""Dan Hedaya""}, {""character"": ""Ed Grant"", ""name"": ""Wayne Knight""}, {""character"": ""Man at Lake"", ""name"": ""David Cronenberg""}, {""character"": ""Earl Stone"", ""name"": ""Kurtwood Smith""}, {""character"": ""Carol Stone"", ""name"": ""Holland Taylor""}]","[""The Rank Organisation"", ""Columbia Pictures Corporation""]",20000000,To Die For,106
3.27231,"[""Drama"", ""Romance""]",0,3294,0.19872,46,"[{""job"": ""Director"", ""name"": ""Jocelyn Moorhouse""}, {""job"": ""Producer"", ""name"": ""Sarah Pillsbury""}, {""job"": ""Screenplay"", ""name"": ""Jane Anderson""}, {""job"": ""Editor"", ""name"": ""Jill Bilcock""}, {""job"": ""Original Music Composer"", ""name"": ""Thomas Newman""}, {""job"": ""Director of Photography"", ""name"": ""Janusz Kaminski""}]",10/6/1995,"[{""character"": ""Finn Dodd"", ""name"": ""Winona Ryder""}, {""character"": ""Glady Joe Cleary"", ""name"": ""Anne Bancroft""}, {""character"": ""Hy Dodd"", ""name"": ""Ellen Burstyn""}, {""character"": ""Constance Saunders"", ""name"": ""Kate Nelligan""}, {""character"": ""Em"", ""name"": ""Jean Simmons""}, {""character"": ""Anna"", ""name"": ""Maya Angelou""}, {""character"": ""Marianna"", ""name"": ""Alfre Woodard""}, {""character"": ""Sam"", ""name"": ""Dermot Mulroney""}, {""character"": ""Sophia"", ""name"": ""Lois Smith""}, {""character"": ""Sally"", ""name"": ""Kate Capshaw""}, {""character"": ""Arthur"", ""name"": ""Rip Torn""}]","[""Universal Pictures"", ""Amblin Entertainment""]",0,How To Make An American Quilt,117
